Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-15 00:00:38,642.22,1589.47,1393.8,555.88,2388.06,9055.43,47.07,523.62,2388.08,8140.48,8.366,391,39.23,23.531
2000-05-16 00:00:38,642.36,1579.56,1396.07,555.49,2388.01,9051.92,47.09,523.42,2388.05,8134.72,8.3967,392,38.91,23.4938
2000-05-17 00:00:38,642.39,1581.48,1397.28,555.28,2388.02,9058.67,47.24,523.06,2388.01,8140.34,8.4053,390,39.09,23.5387
2000-05-18 00:00:38,642.26,1583.94,1397.42,555.24,2388.05,9058.17,46.92,523.65,2388.08,8133.28,8.3563,392,39.18,23.437
2000-05-19 00:00:38,641.86,1578.71,1393.3,555.27,2388.02,9054.95,47.06,523.44,2387.99,8139.88,8.3693,392,38.86,23.3896
2000-05-20 00:00:38,641.66,1585.28,1394.07,555.32,2387.99,9051.76,47.23,523.29,2388.0,8140.69,8.3675,392,38.96,23.4535
2000-05-21 00:00:38,642.25,1580.92,1397.19,555.12,2388.05,9046.99,47.27,523.61,2388.05,8135.86,8.3889,391,39.27,23.5163
2000-05-22 00:00:38,641.83,1584.72,1391.35,554.79,2388.03,9047.96,47.3,522.85,2388.0,8136.08,8.4246,392,39.09,23.5706
2000-05-23 00:00:38,641.91,1580.43,1400.3,556.02,2387.99,9059.21,47.09,523.17,2388.05,8137.47,8.3589,391,38.9,23.4302
2000-05-24 00:00:38,642.02,1584.92,1394.83,555.4,2388.03,9058.33,47.0,523.37,2388.01,8138.39,8.4071,391,39.25,23.3807
2000-05-25 00:00:38,642.02,1580.75,1394.15,555.59,2388.04,9063.29,47.35,523.34,2388.03,8138.66,8.3853,392,38.99,23.4964
2000-05-26 00:00:38,641.66,1582.28,1397.75,555.92,2388.07,9060.51,47.27,523.31,2387.99,8136.95,8.3676,391,39.03,23.5761
2000-05-27 00:00:38,642.37,1587.2,1402.32,555.26,2388.01,9061.63,47.01,523.06,2388.04,8145.51,8.3496,390,38.96,23.4505
2000-05-28 00:00:38,641.65,1590.08,1393.75,554.88,2388.0,9053.78,47.35,523.79,2388.01,8141.43,8.397,389,38.97,23.5439
2000-05-29 00:00:38,641.97,1585.1,1394.78,554.89,2388.02,9062.72,47.15,523.35,2388.02,8138.95,8.4204,389,38.98,23.4216
2000-05-30 00:00:38,642.41,1585.09,1399.09,555.01,2388.0,9061.37,47.04,523.22,2387.98,8136.33,8.3577,391,38.97,23.3928
2000-05-31 00:00:38,641.94,1586.92,1393.4,554.76,2388.02,9061.16,47.28,522.96,2387.95,8140.83,8.3982,392,39.14,23.3862
2000-06-01 00:00:38,641.88,1586.61,1394.23,555.36,2388.04,9052.53,47.34,522.93,2388.07,8142.78,8.4097,392,39.05,23.4327
2000-06-02 00:00:38,641.81,1582.34,1400.42,555.42,2388.04,9050.08,47.18,522.64,2388.05,8136.31,8.3633,390,39.07,23.4357
2000-06-03 00:00:38,642.74,1581.34,1396.58,556.1,2388.0,9055.08,47.28,523.89,2388.04,8137.35,8.3821,391,39.0,23.4671
2000-06-04 00:00:38,641.87,1585.16,1397.6,556.01,2388.05,9058.23,47.22,523.02,2388.02,8138.65,8.3653,391,39.15,23.5046
2000-06-05 00:00:38,642.28,1584.22,1384.07,555.9,2388.05,9049.3,47.03,523.53,2388.03,8138.78,8.3764,392,39.09,23.5002
2000-06-06 00:00:38,642.1,1581.9,1387.33,554.88,2388.08,9054.3,47.2,523.3,2388.04,8143.69,8.3294,390,39.01,23.4678
2000-06-07 00:00:38,641.73,1582.67,1398.74,555.68,2388.04,9056.83,47.03,522.86,2388.01,8139.21,8.4055,390,39.16,23.465
2000-06-08 00:00:38,642.16,1579.68,1396.86,555.28,2388.05,9053.56,47.19,523.43,2388.0,8140.2,8.4092,391,39.25,23.4457
2000-06-09 00:00:38,641.8,1581.2,1393.47,555.46,2388.01,9051.86,47.17,523.1,2387.98,8142.42,8.3847,391,39.11,23.4576
2000-06-10 00:00:38,642.45,1580.71,1404.05,555.99,2388.01,9061.53,47.39,523.82,2388.02,8137.15,8.4032,392,39.23,23.4927
2000-06-11 00:00:38,642.38,1587.84,1395.52,555.96,2388.07,9055.51,47.2,523.57,2388.05,8137.2,8.3736,391,39.14,23.4
2000-06-12 00:00:38,641.96,1581.67,1395.63,555.96,2387.97,9060.31,47.18,523.61,2388.04,8138.87,8.3732,391,39.01,23.5612
2000-06-13 00:00:38,642.08,1580.94,1399.13,555.07,2388.04,9053.77,47.27,524.15,2388.05,8139.45,8.3815,392,39.15,23.5762
2000-06-14 00:00:38,642.1,1581.48,1390.92,555.59,2388.05,9063.16,47.13,523.17,2387.98,8141.6,8.3999,391,39.02,23.4415
2000-06-15 00:00:38,641.31,1586.87,1391.41,555.43,2388.04,9052.47,47.17,522.98,2388.02,8134.42,8.4155,393,39.02,23.4473
2000-06-16 00:00:38,642.24,1579.66,1401.13,556.06,2388.03,9048.55,47.33,522.97,2388.0,8136.84,8.3677,389,39.13,23.3658
2000-06-17 00:00:38,642.11,1583.93,1393.08,556.44,2388.0,9054.38,47.24,523.52,2388.01,8142.97,8.3547,392,38.97,23.5518
2000-06-18 00:00:38,642.06,1584.21,1400.26,554.97,2388.04,9057.17,47.26,523.54,2388.02,8138.21,8.3706,392,39.05,23.5743
2000-06-19 00:00:38,642.38,1580.6,1391.43,555.77,2388.02,9050.16,47.17,523.39,2388.01,8143.46,8.361,392,39.28,23.3798
2000-06-20 00:00:38,641.96,1582.59,1397.65,555.38,2388.05,9054.7,47.31,523.42,2388.02,8137.9,8.3587,393,39.08,23.4959
