Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-15 00:01:16,643.24,1584.13,1411.77,553.39,2388.11,9039.85,47.42,520.97,2388.08,8122.77,8.442,394,38.67,23.3583
2000-05-16 00:01:16,643.05,1590.68,1407.46,552.8,2388.12,9039.5,47.44,521.2,2388.17,8118.15,8.4176,392,38.85,23.2861
2000-05-17 00:01:16,642.56,1591.27,1402.43,553.04,2388.13,9040.22,47.55,521.22,2388.16,8116.34,8.4407,394,38.76,23.3077
2000-05-18 00:01:16,642.14,1584.14,1404.97,553.96,2388.13,9036.0,47.67,520.81,2388.12,8124.41,8.4303,395,38.81,23.3686
2000-05-19 00:01:16,642.42,1593.43,1412.56,553.1,2388.13,9036.93,47.55,521.38,2388.11,8122.64,8.4345,393,38.76,23.2848
2000-05-20 00:01:16,642.07,1589.18,1406.4,552.89,2388.11,9037.81,47.6,521.19,2388.16,8115.55,8.4093,392,38.88,23.2452
2000-05-21 00:01:16,642.81,1587.69,1408.76,553.34,2388.19,9037.95,47.63,521.41,2388.14,8119.12,8.4039,394,38.67,23.3382
2000-05-22 00:01:16,642.67,1594.93,1416.08,552.8,2388.16,9037.55,47.38,520.92,2388.17,8119.7,8.4207,395,38.83,23.2954
2000-05-23 00:01:16,642.69,1591.04,1405.04,553.92,2388.12,9035.35,47.55,521.63,2388.11,8114.68,8.4517,394,38.76,23.2929
2000-05-24 00:01:16,642.72,1585.59,1408.03,553.08,2388.16,9028.26,47.75,521.02,2388.14,8119.66,8.4354,392,38.86,23.3199
2000-05-25 00:01:16,642.99,1597.1,1409.91,553.6,2388.12,9031.43,47.47,521.37,2388.13,8119.23,8.4415,393,38.8,23.2572
2000-05-26 00:01:16,642.16,1582.38,1403.5,553.59,2388.16,9038.81,47.6,520.79,2388.16,8121.82,8.4556,393,38.59,23.2253
2000-05-27 00:01:16,642.22,1594.03,1410.74,553.21,2388.14,9038.09,47.51,521.03,2388.17,8115.62,8.4595,393,38.66,23.3437
2000-05-28 00:01:16,642.11,1591.23,1407.88,553.19,2388.07,9030.24,47.58,521.05,2388.13,8123.48,8.4352,394,38.66,23.2088
2000-05-29 00:01:16,642.6,1589.4,1410.09,552.62,2388.15,9035.03,47.62,521.17,2388.13,8119.88,8.4443,394,38.74,23.1789
2000-05-30 00:01:16,642.27,1587.8,1413.82,552.5,2388.15,9042.17,47.48,521.39,2388.2,8119.58,8.4239,392,38.8,23.2343
2000-05-31 00:01:16,643.13,1598.76,1404.32,553.53,2388.16,9036.5,47.53,521.21,2388.13,8115.33,8.4534,393,38.81,23.2991
2000-06-01 00:01:16,642.63,1590.88,1411.24,553.79,2388.12,9036.65,47.53,521.24,2388.18,8120.91,8.4511,393,38.73,23.2995
2000-06-02 00:01:16,643.65,1588.49,1403.54,552.95,2388.15,9036.32,47.63,520.86,2388.17,8123.4,8.4636,394,38.79,23.208
2000-06-03 00:01:16,642.2,1592.75,1416.64,552.65,2388.15,9036.33,47.53,520.81,2388.11,8120.26,8.4385,392,39.0,23.2302
2000-06-04 00:01:16,642.73,1590.51,1407.26,553.3,2388.15,9040.72,47.53,521.47,2388.12,8119.85,8.454,392,38.89,23.3132
2000-06-05 00:01:16,642.62,1585.22,1414.02,552.88,2388.19,9042.77,47.57,521.23,2388.2,8117.94,8.4362,392,38.83,23.2029
2000-06-06 00:01:16,643.14,1585.68,1411.05,553.01,2388.17,9037.38,47.69,521.75,2388.12,8116.92,8.4039,392,38.67,23.2449
2000-06-07 00:01:16,642.66,1592.82,1414.25,553.36,2388.11,9040.46,47.6,521.55,2388.16,8116.97,8.4138,391,38.72,23.2611
2000-06-08 00:01:16,642.81,1589.42,1410.93,553.39,2388.16,9037.29,47.6,520.53,2388.15,8123.7,8.4328,393,38.75,23.4242
2000-06-09 00:01:16,642.51,1588.0,1400.18,553.28,2388.19,9039.43,47.57,521.03,2388.13,8118.9,8.4274,395,38.89,23.3737
2000-06-10 00:01:16,642.61,1590.54,1406.01,553.4,2388.17,9034.45,47.69,520.78,2388.17,8120.87,8.4589,391,38.83,23.2654
2000-06-11 00:01:16,642.91,1590.94,1409.96,553.57,2388.13,9040.1,47.66,521.42,2388.13,8120.85,8.4423,393,38.7,23.345
2000-06-12 00:01:16,643.07,1589.7,1412.23,552.72,2388.18,9036.99,47.57,521.24,2388.14,8119.14,8.4587,393,38.78,23.3005
2000-06-13 00:01:16,642.73,1590.44,1408.41,553.28,2388.18,9037.69,47.55,521.81,2388.12,8118.58,8.4669,392,38.83,23.2821
2000-06-14 00:01:16,642.93,1589.87,1409.61,553.79,2388.14,9034.89,47.6,521.1,2388.11,8119.24,8.4399,392,38.82,23.3827
2000-06-15 00:01:16,643.01,1589.39,1414.45,553.82,2388.11,9044.09,47.67,521.43,2388.12,8123.21,8.4331,394,38.76,23.3832
2000-06-16 00:01:16,642.99,1592.73,1408.02,553.53,2388.15,9037.12,47.53,521.14,2388.09,8116.85,8.4429,393,38.95,23.2367
2000-06-17 00:01:16,642.87,1592.75,1408.17,553.94,2388.17,9046.13,47.72,521.04,2388.08,8118.75,8.4518,394,38.89,23.3799
2000-06-18 00:01:16,642.67,1587.74,1415.56,552.87,2388.12,9045.13,47.83,521.06,2388.15,8119.9,8.4526,393,38.79,23.2447
2000-06-19 00:01:16,643.12,1590.91,1411.74,553.34,2388.19,9038.35,47.48,521.27,2388.16,8115.01,8.4391,395,38.58,23.2426
2000-06-20 00:01:16,642.73,1587.47,1406.23,553.84,2388.21,9039.2,47.51,520.66,2388.12,8119.27,8.4711,391,38.77,23.2111
2000-06-21 00:01:16,642.79,1595.15,1415.61,553.5,2388.17,9044.44,47.7,521.36,2388.1,8118.11,8.4667,393,38.65,23.2544
2000-06-22 00:01:16,642.75,1587.41,1405.34,553.07,2388.15,9034.81,47.4,521.63,2388.15,8117.76,8.4584,393,38.65,23.3078
2000-06-23 00:01:16,642.81,1591.74,1413.95,553.39,2388.21,9034.23,47.65,520.88,2388.11,8111.78,8.4344,393,38.63,23.2469
2000-06-24 00:01:16,642.52,1591.54,1407.05,552.65,2388.12,9034.71,47.73,521.52,2388.16,8121.03,8.4413,393,38.68,23.1982
2000-06-25 00:01:16,642.61,1584.05,1409.35,553.39,2388.15,9029.15,47.51,521.87,2388.15,8121.43,8.4697,392,38.76,23.1751
2000-06-26 00:01:16,642.52,1592.84,1413.68,553.13,2388.14,9036.03,47.45,521.14,2388.12,8126.32,8.4576,392,38.77,23.2817
2000-06-27 00:01:16,642.83,1593.27,1409.58,553.54,2388.19,9033.81,47.62,520.88,2388.16,8116.68,8.4732,393,38.92,23.219
2000-06-28 00:01:16,643.03,1589.21,1402.04,553.6,2388.18,9032.39,47.66,521.11,2388.19,8117.61,8.4286,394,38.87,23.3081
2000-06-29 00:01:16,642.72,1583.53,1407.58,553.09,2388.14,9042.61,47.57,521.02,2388.16,8116.0,8.4719,392,39.02,23.1274
2000-06-30 00:01:16,642.65,1594.43,1404.99,553.34,2388.19,9035.13,47.49,520.86,2388.21,8118.65,8.4337,392,38.76,23.2195
2000-07-01 00:01:16,642.86,1590.14,1414.31,552.13,2388.1,9039.03,47.48,520.92,2388.15,8120.0,8.4368,394,38.77,23.1719
2000-07-02 00:01:16,642.41,1590.24,1411.31,553.47,2388.18,9037.32,47.41,521.33,2388.18,8119.8,8.4587,392,38.88,23.3363
2000-07-03 00:01:16,642.79,1593.31,1411.38,553.49,2388.21,9030.2,47.48,521.17,2388.11,8117.01,8.4744,393,38.75,23.3266
2000-07-04 00:01:16,643.2,1589.48,1418.36,553.63,2388.15,9032.65,47.52,521.12,2388.17,8116.1,8.4172,394,38.8,23.3325
2000-07-05 00:01:16,643.31,1601.09,1409.01,552.78,2388.17,9044.39,47.47,521.1,2388.11,8113.53,8.4277,392,38.89,23.2047
2000-07-06 00:01:16,642.72,1587.86,1411.95,552.4,2388.14,9032.84,47.68,521.59,2388.12,8120.55,8.4826,394,38.82,23.2421
2000-07-07 00:01:16,642.52,1588.43,1405.42,552.85,2388.13,9050.68,47.5,520.9,2388.14,8122.26,8.4712,393,38.75,23.2913
2000-07-08 00:01:16,642.37,1593.89,1415.65,553.52,2388.15,9046.14,47.66,521.76,2388.1,8116.55,8.4535,395,38.66,23.2837
2000-07-09 00:01:16,642.54,1591.5,1403.94,552.96,2388.19,9036.92,47.57,520.49,2388.16,8119.22,8.4805,393,38.88,23.1612
2000-07-10 00:01:16,643.17,1594.94,1414.21,552.85,2388.14,9032.58,47.58,521.0,2388.16,8121.89,8.4641,393,38.66,23.2138
2000-07-11 00:01:16,643.24,1585.05,1413.38,553.02,2388.16,9036.49,47.56,521.3,2388.16,8118.29,8.4272,394,38.79,23.2042
2000-07-12 00:01:16,642.43,1593.05,1412.65,552.95,2388.19,9034.63,47.58,521.57,2388.13,8113.67,8.4438,394,38.75,23.1637
2000-07-13 00:01:16,643.09,1587.45,1411.42,553.11,2388.15,9035.85,47.75,521.43,2388.17,8119.45,8.4414,394,38.78,23.3771
2000-07-14 00:01:16,642.46,1591.84,1414.51,553.62,2388.17,9042.81,47.54,521.5,2388.18,8117.84,8.4086,394,38.83,23.3063
2000-07-15 00:01:16,642.73,1593.84,1412.14,552.99,2388.18,9039.58,47.59,520.83,2388.13,8120.63,8.467,393,38.83,23.3329
2000-07-16 00:01:16,642.88,1590.63,1415.45,553.68,2388.13,9035.91,47.7,520.83,2388.16,8116.74,8.4788,393,38.57,23.3153
2000-07-17 00:01:16,642.69,1591.75,1406.36,553.01,2388.14,9042.51,47.59,521.05,2388.12,8119.53,8.4432,392,38.63,23.2989
2000-07-18 00:01:16,642.59,1590.42,1410.04,552.94,2388.19,9037.94,47.53,520.84,2388.17,8117.29,8.4636,392,38.79,23.2981
2000-07-19 00:01:16,643.21,1595.37,1413.97,553.35,2388.17,9035.91,47.67,520.64,2388.18,8117.62,8.4138,393,38.8,23.2416
2000-07-20 00:01:16,642.57,1583.09,1413.11,553.12,2388.14,9028.85,47.76,520.85,2388.21,8115.69,8.4394,394,38.8,23.1849
2000-07-21 00:01:16,642.87,1588.02,1409.49,553.08,2388.19,9041.14,47.73,521.15,2388.15,8119.18,8.4708,394,38.87,23.1921
2000-07-22 00:01:16,642.88,1589.13,1410.1,552.91,2388.18,9031.08,47.71,521.56,2388.17,8117.37,8.4781,393,38.79,23.3192
2000-07-23 00:01:16,642.84,1592.11,1411.32,552.88,2388.19,9046.95,47.87,521.05,2388.16,8115.2,8.4404,392,38.93,23.2794
2000-07-24 00:01:16,643.09,1595.23,1409.57,553.61,2388.12,9039.43,47.67,521.34,2388.15,8118.42,8.4326,394,38.59,23.3677
2000-07-25 00:01:16,643.15,1586.56,1409.69,553.51,2388.11,9033.37,47.59,520.63,2388.16,8121.41,8.4783,394,38.89,23.2761
2000-07-26 00:01:16,643.03,1588.23,1406.02,552.39,2388.15,9039.9,47.5,521.31,2388.13,8114.28,8.4323,393,38.74,23.2448
