Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-29 00:00:03,642.19,1585.49,1401.55,554.67,2387.98,9046.11,47.29,521.92,2388.0,8136.14,8.4111,391,38.91,23.4896
2000-05-30 00:00:03,642.0,1586.6,1393.99,553.73,2388.0,9057.38,47.3,522.48,2388.02,8139.91,8.3594,391,39.0,23.2964
2000-05-31 00:00:03,642.1,1582.43,1394.89,555.22,2388.06,9056.81,47.45,522.15,2388.06,8139.25,8.4182,391,39.02,23.4047
2000-06-01 00:00:03,642.36,1582.8,1396.55,554.99,2388.05,9059.65,47.27,522.02,2388.0,8138.7,8.344,392,39.05,23.3914
2000-06-02 00:00:03,642.73,1589.39,1397.12,554.97,2388.02,9055.29,47.16,522.46,2388.02,8132.29,8.3978,392,39.08,23.5019
2000-06-03 00:00:03,642.23,1572.14,1395.45,554.74,2388.01,9053.54,47.03,522.53,2388.04,8132.78,8.4483,391,39.1,23.3827
2000-06-04 00:00:03,642.13,1578.99,1398.35,555.11,2388.06,9063.66,47.37,522.84,2388.02,8142.66,8.4093,391,38.99,23.3774
2000-06-05 00:00:03,642.48,1584.67,1390.74,554.36,2388.04,9048.72,47.32,522.31,2388.07,8134.5,8.3606,393,38.91,23.4558
2000-06-06 00:00:03,642.08,1583.45,1398.01,554.07,2388.03,9052.38,47.08,522.44,2387.99,8136.61,8.4011,392,39.02,23.4995
2000-06-07 00:00:03,642.09,1593.27,1399.37,554.6,2388.01,9055.99,47.14,522.41,2388.0,8136.26,8.3841,392,38.99,23.4497
2000-06-08 00:00:03,642.2,1579.24,1399.01,553.86,2388.03,9050.92,47.18,522.73,2388.05,8138.4,8.3922,391,39.0,23.4544
2000-06-09 00:00:03,642.33,1579.57,1402.45,554.01,2388.0,9054.75,47.23,522.02,2387.98,8136.28,8.4118,391,38.99,23.3745
2000-06-10 00:00:03,641.96,1576.95,1396.48,554.87,2388.05,9058.7,47.2,522.17,2388.0,8137.56,8.4251,391,39.06,23.4145
2000-06-11 00:00:03,642.1,1585.06,1400.81,555.45,2388.06,9060.37,47.34,522.34,2388.04,8141.87,8.413,391,39.06,23.4663
2000-06-12 00:00:03,642.03,1580.37,1405.0,554.51,2388.04,9048.08,47.21,521.84,2388.03,8134.34,8.4044,393,39.02,23.4576
2000-06-13 00:00:03,642.13,1585.88,1402.51,554.21,2388.02,9049.13,47.3,522.48,2388.01,8139.4,8.3788,390,39.01,23.3847
2000-06-14 00:00:03,642.03,1583.74,1391.35,554.69,2388.01,9057.02,47.1,522.3,2388.02,8142.66,8.3999,395,38.92,23.3649
2000-06-15 00:00:03,641.97,1581.23,1391.74,554.43,2388.05,9057.03,47.39,522.56,2388.0,8132.13,8.3955,391,38.97,23.3724
2000-06-16 00:00:03,642.09,1577.01,1398.31,555.31,2388.02,9052.57,46.98,522.72,2387.99,8142.03,8.427,390,38.92,23.4644
2000-06-17 00:00:03,641.86,1585.84,1402.35,554.94,2388.04,9052.54,47.24,522.43,2387.97,8137.74,8.4123,392,38.96,23.3318
2000-06-18 00:00:03,642.3,1586.0,1391.72,554.76,2388.05,9061.34,47.36,522.29,2387.99,8143.11,8.3754,391,38.91,23.2651
2000-06-19 00:00:03,642.0,1581.93,1399.98,554.23,2388.04,9050.05,47.23,521.9,2388.05,8134.2,8.414,391,38.93,23.3709
2000-06-20 00:00:03,642.37,1589.42,1406.99,554.9,2387.97,9062.75,47.43,522.52,2388.04,8138.01,8.4177,392,39.02,23.3656
2000-06-21 00:00:03,641.78,1586.29,1396.27,553.88,2388.0,9059.04,47.31,522.48,2388.01,8132.58,8.3963,392,39.03,23.4181
2000-06-22 00:00:03,642.42,1581.68,1399.3,554.15,2387.96,9049.66,47.32,522.02,2388.03,8142.49,8.3976,391,38.87,23.4189
2000-06-23 00:00:03,642.28,1590.6,1396.54,554.11,2388.0,9058.1,47.21,521.93,2388.04,8137.46,8.4095,393,38.85,23.3442
2000-06-24 00:00:03,642.17,1578.47,1401.69,553.83,2388.04,9057.1,47.27,522.19,2388.01,8131.59,8.379,392,39.14,23.4504
2000-06-25 00:00:03,641.91,1576.92,1394.62,554.71,2388.06,9056.07,47.39,522.23,2388.04,8137.47,8.3836,390,38.89,23.3448
2000-06-26 00:00:03,642.46,1583.83,1392.09,555.31,2388.04,9061.93,47.16,521.55,2388.07,8142.99,8.4107,392,38.95,23.5129
2000-06-27 00:00:03,641.73,1581.85,1390.3,554.6,2387.99,9052.46,47.22,522.21,2387.96,8133.57,8.3688,393,39.12,23.4014
2000-06-28 00:00:03,642.03,1588.87,1391.61,553.9,2388.02,9053.39,47.15,522.44,2387.96,8134.31,8.4332,391,38.91,23.389
2000-06-29 00:00:03,641.82,1586.63,1402.03,554.29,2388.05,9055.18,47.25,521.88,2388.04,8134.26,8.3925,393,39.22,23.3788
2000-06-30 00:00:03,642.09,1586.86,1400.26,554.66,2388.05,9058.76,47.32,522.48,2388.01,8139.72,8.3989,392,39.0,23.3811
2000-07-01 00:00:03,642.69,1586.54,1399.44,554.4,2388.04,9056.35,47.4,522.46,2388.1,8144.7,8.4317,393,38.9,23.4376
2000-07-02 00:00:03,642.85,1587.14,1402.39,554.28,2387.91,9050.97,47.14,522.3,2388.06,8143.33,8.3721,391,38.87,23.3805
2000-07-03 00:00:03,642.56,1586.96,1402.59,554.21,2388.03,9062.27,47.25,522.26,2388.06,8138.05,8.415,393,38.86,23.4402
2000-07-04 00:00:03,641.65,1586.5,1399.94,554.44,2388.05,9050.76,47.37,521.84,2388.09,8137.0,8.4407,390,38.89,23.5158
2000-07-05 00:00:03,642.24,1588.66,1394.81,554.39,2388.02,9050.7,47.24,522.42,2387.99,8138.98,8.3947,392,38.98,23.3312
2000-07-06 00:00:03,642.11,1595.32,1391.56,554.13,2388.05,9054.68,47.25,522.51,2388.05,8140.95,8.3862,390,38.95,23.4459
2000-07-07 00:00:03,641.99,1588.17,1407.17,553.86,2388.07,9052.29,47.2,522.44,2388.05,8133.54,8.399,391,39.16,23.4429
2000-07-08 00:00:03,642.2,1585.61,1401.74,554.06,2387.97,9055.24,47.13,522.17,2387.97,8141.91,8.3913,391,38.87,23.3005
2000-07-09 00:00:03,642.56,1586.43,1396.16,554.08,2388.09,9055.15,47.24,522.16,2388.04,8141.29,8.3874,390,38.92,23.4227
2000-07-10 00:00:03,642.16,1584.84,1398.27,554.25,2388.06,9058.23,47.26,522.33,2388.07,8142.4,8.3877,391,38.93,23.2673
2000-07-11 00:00:03,642.54,1583.0,1395.64,555.08,2388.04,9055.72,47.19,521.99,2388.03,8143.79,8.4078,392,39.09,23.32
2000-07-12 00:00:03,642.22,1590.73,1406.04,554.11,2388.03,9055.44,47.19,522.07,2387.99,8134.92,8.3894,392,38.93,23.4567
2000-07-13 00:00:03,642.25,1587.67,1394.32,554.45,2388.04,9053.74,47.28,521.87,2388.01,8137.12,8.3784,391,39.02,23.4084
2000-07-14 00:00:03,642.68,1580.95,1395.19,554.59,2388.04,9061.31,47.17,522.17,2388.04,8137.91,8.4536,391,39.16,23.4179
2000-07-15 00:00:03,641.9,1581.26,1401.53,554.24,2388.02,9046.94,47.33,522.12,2388.0,8136.57,8.3852,393,39.03,23.4948
2000-07-16 00:00:03,642.46,1586.09,1401.91,554.01,2388.07,9049.95,47.21,522.51,2387.99,8136.29,8.4171,392,39.13,23.3339
2000-07-17 00:00:03,642.44,1580.18,1403.87,554.89,2388.01,9054.7,47.2,522.71,2388.03,8133.81,8.4204,390,39.08,23.3735
2000-07-18 00:00:03,641.56,1584.51,1400.43,554.48,2388.0,9057.17,47.24,522.17,2388.02,8140.43,8.4007,389,39.07,23.3006
2000-07-19 00:00:03,642.62,1577.99,1393.98,554.17,2388.05,9060.8,47.34,521.93,2388.0,8133.3,8.3869,393,38.83,23.3713
2000-07-20 00:00:03,642.63,1580.73,1397.86,554.31,2388.03,9054.24,47.15,522.09,2387.97,8135.97,8.4074,393,38.95,23.2626
2000-07-21 00:00:03,642.55,1573.72,1403.51,554.69,2387.97,9055.48,47.26,521.91,2388.01,8134.36,8.4284,392,39.03,23.3574
2000-07-22 00:00:03,642.22,1590.22,1395.04,554.28,2388.04,9054.15,47.4,521.91,2388.04,8136.66,8.4297,393,38.95,23.3864
2000-07-23 00:00:03,642.25,1579.89,1395.41,554.57,2388.07,9052.81,47.26,522.25,2388.06,8135.87,8.4159,391,39.01,23.451
2000-07-24 00:00:03,641.86,1586.17,1394.2,554.32,2388.06,9056.23,47.3,522.06,2387.97,8137.68,8.3873,391,38.91,23.4269
2000-07-25 00:00:03,642.22,1579.85,1396.15,554.3,2388.02,9058.39,47.04,522.17,2388.03,8134.91,8.4019,392,38.8,23.4053
2000-07-26 00:00:03,642.29,1585.29,1400.47,553.5,2388.09,9049.82,47.18,522.21,2388.05,8141.28,8.4437,392,38.98,23.5001
2000-07-27 00:00:03,642.3,1582.35,1402.86,553.83,2388.06,9053.46,47.3,522.48,2388.04,8137.96,8.3954,391,38.91,23.3982
2000-07-28 00:00:03,642.57,1583.76,1407.47,554.06,2388.02,9062.13,47.31,521.86,2388.04,8140.03,8.4006,393,39.18,23.3535
2000-07-29 00:00:03,642.23,1593.44,1401.49,554.64,2388.07,9059.3,47.25,522.67,2388.08,8146.62,8.3943,392,39.02,23.4878
2000-07-30 00:00:03,642.46,1589.68,1394.31,554.39,2388.08,9056.63,47.46,521.69,2388.02,8137.22,8.3874,393,39.05,23.3891
2000-07-31 00:00:03,642.01,1589.81,1401.39,553.56,2388.06,9052.18,47.26,522.84,2388.04,8141.24,8.4449,391,38.92,23.4244
2000-08-01 00:00:03,642.59,1586.75,1396.89,554.33,2388.07,9048.98,47.4,522.41,2388.05,8138.59,8.4072,394,38.69,23.3249
2000-08-02 00:00:03,642.0,1586.85,1398.22,554.23,2388.02,9057.86,47.41,522.01,2388.06,8137.74,8.42,391,39.07,23.3837
