Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-04-27 00:00:20,642.14,1588.39,1394.66,555.44,2388.02,9052.57,47.29,523.07,2388.02,8143.47,8.3748,390,39.07,23.5551
2000-04-28 00:00:20,642.22,1582.28,1393.97,555.57,2388.0,9058.93,47.03,523.32,2388.01,8135.32,8.3726,391,39.06,23.5163
2000-04-29 00:00:20,642.04,1580.78,1395.05,555.78,2388.03,9056.51,47.29,523.25,2388.06,8132.14,8.3514,391,39.07,23.5379
2000-04-30 00:00:20,642.59,1579.03,1393.4,555.92,2388.04,9053.63,47.33,523.83,2388.04,8138.49,8.3732,390,39.17,23.4119
2000-05-01 00:00:20,641.98,1585.6,1394.45,555.49,2388.0,9058.25,47.13,522.58,2388.05,8137.16,8.383,392,39.07,23.4331
2000-05-02 00:00:20,641.63,1590.75,1390.29,556.16,2388.06,9057.16,47.0,523.57,2388.04,8142.02,8.374,391,39.04,23.4287
2000-05-03 00:00:20,642.11,1588.33,1397.76,555.56,2388.04,9057.26,47.14,523.7,2387.95,8146.61,8.4163,390,39.03,23.4678
2000-05-04 00:00:20,641.96,1582.62,1394.22,556.02,2388.03,9057.07,47.06,523.28,2388.04,8139.67,8.384,391,39.04,23.4015
2000-05-05 00:00:20,642.32,1588.05,1400.49,554.86,2388.06,9052.41,47.27,523.48,2388.04,8135.96,8.3997,392,39.07,23.5636
2000-05-06 00:00:20,642.36,1584.21,1391.62,556.26,2388.02,9063.02,47.07,523.36,2388.02,8139.04,8.3895,391,39.18,23.4808
2000-05-07 00:00:20,641.94,1594.55,1395.77,555.78,2388.06,9061.59,47.12,524.02,2388.05,8140.52,8.411,392,39.03,23.5713
2000-05-08 00:00:20,641.76,1578.45,1399.9,555.55,2387.96,9062.11,47.33,523.76,2388.05,8133.9,8.3731,391,39.15,23.4415
