Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-04-07 00:00:26,641.82,1587.78,1405.42,554.3,2388.03,9052.19,47.08,522.81,2388.0,8135.78,8.3886,390,38.89,23.4208
2000-04-08 00:00:26,641.95,1581.8,1394.53,554.39,2388.06,9046.03,47.18,522.31,2388.02,8132.28,8.3879,392,39.03,23.4116
2000-04-09 00:00:26,642.45,1576.69,1398.2,554.62,2388.02,9053.38,47.2,522.12,2388.0,8133.85,8.3576,392,39.13,23.558
2000-04-10 00:00:26,642.02,1585.71,1400.76,554.76,2388.0,9054.73,47.19,522.44,2388.0,8125.22,8.4253,393,39.11,23.4258
2000-04-11 00:00:26,642.34,1575.69,1402.03,554.84,2388.03,9047.86,47.1,522.58,2388.02,8131.63,8.4467,391,39.04,23.3516
2000-04-12 00:00:26,642.18,1583.69,1398.0,554.65,2388.02,9050.37,47.27,522.47,2387.99,8137.68,8.4051,390,39.15,23.5022
2000-04-13 00:00:26,642.19,1576.38,1398.31,554.65,2388.02,9054.46,47.21,522.93,2388.0,8135.61,8.4221,393,38.83,23.5019
2000-04-14 00:00:26,642.04,1585.56,1397.56,554.19,2388.04,9054.32,47.22,522.55,2388.06,8131.96,8.3545,391,39.09,23.4615
2000-04-15 00:00:26,642.23,1579.79,1392.67,553.45,2388.02,9056.12,47.21,522.41,2388.05,8138.33,8.4127,392,39.08,23.4145
2000-04-16 00:00:26,642.37,1586.42,1395.67,554.41,2388.04,9054.05,47.23,522.47,2388.06,8136.12,8.3709,392,39.03,23.3494
2000-04-17 00:00:26,642.01,1588.45,1397.98,554.24,2388.05,9046.67,47.26,522.26,2387.97,8133.77,8.4319,391,39.03,23.3555
2000-04-18 00:00:26,642.3,1585.16,1396.48,554.1,2388.06,9049.8,47.3,522.23,2387.95,8134.39,8.4064,393,39.03,23.3466
2000-04-19 00:00:26,642.29,1583.0,1401.47,554.8,2388.02,9047.74,47.24,522.9,2388.03,8138.61,8.3743,393,39.0,23.465
2000-04-20 00:00:26,642.22,1587.32,1393.08,554.05,2388.07,9049.75,47.28,522.23,2388.05,8140.95,8.4031,393,38.93,23.3211
2000-04-21 00:00:26,642.09,1583.3,1395.26,554.98,2388.08,9052.49,47.11,522.3,2388.02,8130.14,8.3987,392,39.16,23.3408
2000-04-22 00:00:26,642.3,1582.63,1392.51,554.57,2387.99,9048.51,47.24,522.43,2388.05,8138.07,8.3859,392,39.12,23.4386
2000-04-23 00:00:26,642.03,1585.38,1397.21,555.0,2388.0,9048.28,47.17,521.95,2388.06,8132.92,8.4146,391,39.22,23.4692
2000-04-24 00:00:26,642.32,1586.52,1395.42,554.17,2388.08,9050.94,47.21,522.07,2388.03,8134.44,8.3679,391,39.01,23.3806
2000-04-25 00:00:26,642.02,1581.11,1402.09,553.82,2388.07,9049.95,47.38,522.3,2388.04,8142.9,8.406,391,39.02,23.4257
2000-04-26 00:00:26,641.71,1585.36,1402.46,554.66,2388.01,9055.61,47.06,521.99,2388.03,8134.57,8.3999,391,39.08,23.4393
2000-04-27 00:00:26,642.54,1584.14,1394.45,554.57,2387.97,9060.57,47.04,522.35,2388.0,8138.85,8.4027,391,38.93,23.3415
2000-04-28 00:00:26,642.34,1588.33,1392.76,554.18,2387.97,9042.54,47.25,522.3,2387.99,8130.43,8.3708,394,39.17,23.3119
2000-04-29 00:00:26,642.44,1588.83,1403.57,554.57,2387.98,9050.65,47.06,522.36,2388.06,8134.77,8.3622,391,38.92,23.4703
2000-04-30 00:00:26,642.14,1586.62,1397.04,554.6,2388.05,9049.16,47.19,521.9,2388.04,8139.63,8.4025,392,39.08,23.3679
2000-05-01 00:00:26,642.11,1585.27,1394.47,554.19,2388.05,9050.22,47.12,522.37,2388.0,8138.72,8.3892,392,39.05,23.3666
2000-05-02 00:00:26,642.5,1587.52,1405.58,554.44,2388.02,9049.22,47.17,522.15,2388.05,8139.16,8.4279,393,39.1,23.3823
2000-05-03 00:00:26,642.67,1583.69,1401.76,553.64,2388.0,9056.83,47.34,522.2,2388.04,8134.49,8.4343,393,39.09,23.3798
2000-05-04 00:00:26,642.06,1588.5,1396.61,553.93,2388.04,9044.34,47.23,522.16,2387.99,8137.92,8.3812,391,38.99,23.4195
2000-05-05 00:00:26,642.14,1586.44,1397.2,554.04,2388.03,9052.01,47.17,522.19,2388.04,8135.94,8.3801,392,39.01,23.3699
2000-05-06 00:00:26,642.55,1582.02,1400.14,553.93,2388.0,9058.33,47.18,522.2,2388.05,8137.41,8.3952,391,38.95,23.374
2000-05-07 00:00:26,642.39,1592.31,1396.85,554.14,2388.0,9055.25,47.02,521.59,2388.05,8135.98,8.3779,392,39.1,23.3289
2000-05-08 00:00:26,642.18,1587.0,1401.7,554.38,2388.06,9056.56,47.33,522.15,2387.99,8135.2,8.3717,392,39.02,23.4931
2000-05-09 00:00:26,642.0,1582.53,1400.7,554.63,2388.02,9050.28,47.12,521.91,2388.04,8136.62,8.3773,392,38.99,23.4951
2000-05-10 00:00:26,641.97,1580.8,1400.33,554.57,2387.97,9053.11,47.27,522.43,2387.97,8138.9,8.4017,391,39.06,23.3867
2000-05-11 00:00:26,641.46,1586.62,1398.95,554.4,2388.0,9054.63,47.25,522.38,2388.01,8143.18,8.4075,391,38.92,23.4534
2000-05-12 00:00:26,642.65,1591.16,1396.98,554.11,2388.03,9046.38,47.37,521.85,2388.04,8133.44,8.4136,390,39.1,23.4565
