Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-01-02 00:00:52,642.18,1579.24,1396.04,554.26,2388.05,9057.2,47.15,522.35,2388.06,8139.76,8.3717,390,39.02,23.4178
2000-01-03 00:00:52,641.89,1587.99,1400.53,554.31,2388.06,9058.59,47.1,522.22,2388.01,8139.04,8.387,392,39.1,23.4303
2000-01-04 00:00:52,642.31,1587.88,1390.45,554.31,2388.0,9055.39,47.23,522.39,2388.07,8136.13,8.4007,392,39.06,23.3934
2000-01-05 00:00:52,642.31,1589.53,1399.14,555.33,2388.05,9049.76,47.05,522.4,2388.05,8138.73,8.4052,391,39.07,23.4061
2000-01-06 00:00:52,642.01,1580.68,1393.67,553.65,2388.04,9048.07,47.23,522.06,2387.98,8136.02,8.3614,391,39.06,23.4394
2000-01-07 00:00:52,641.79,1585.32,1394.88,554.75,2388.07,9043.02,47.45,522.55,2387.95,8134.07,8.4076,392,39.03,23.3128
2000-01-08 00:00:52,642.09,1582.51,1392.77,554.76,2387.95,9056.04,47.21,522.67,2388.04,8140.41,8.3882,391,39.06,23.3499
2000-01-09 00:00:52,641.81,1583.33,1395.17,554.08,2388.02,9048.52,47.25,522.11,2387.97,8134.85,8.3929,391,38.92,23.4595
2000-01-10 00:00:52,642.54,1581.33,1395.33,553.85,2388.04,9050.56,47.18,522.74,2388.0,8141.01,8.4173,391,38.96,23.3717
2000-01-11 00:00:52,641.69,1579.65,1395.97,554.81,2388.0,9051.46,47.22,522.72,2388.03,8133.78,8.3997,392,39.05,23.4821
2000-01-12 00:00:52,641.97,1579.16,1396.67,554.34,2388.04,9056.05,47.17,522.63,2388.02,8137.77,8.3708,390,39.08,23.2971
2000-01-13 00:00:52,642.16,1587.28,1402.59,555.15,2387.99,9048.44,47.06,523.3,2387.97,8141.58,8.3913,391,38.93,23.405
2000-01-14 00:00:52,642.22,1582.61,1397.34,555.22,2388.06,9050.29,47.27,522.2,2387.98,8138.28,8.3553,393,38.92,23.4393
2000-01-15 00:00:52,642.18,1582.63,1394.76,554.34,2388.0,9056.64,47.21,522.54,2388.01,8129.56,8.3993,392,38.92,23.3504
2000-01-16 00:00:52,642.2,1584.47,1406.07,554.2,2387.99,9054.39,47.25,522.66,2388.03,8140.3,8.3846,391,38.91,23.4291
2000-01-17 00:00:52,641.83,1588.89,1398.42,553.97,2387.99,9051.5,47.14,522.15,2388.02,8141.97,8.4143,391,39.09,23.544
2000-01-18 00:00:52,642.28,1584.45,1396.33,555.06,2387.98,9054.63,47.24,522.56,2388.01,8136.53,8.4201,390,38.9,23.4549
2000-01-19 00:00:52,642.07,1585.98,1401.27,555.3,2388.02,9063.39,47.2,522.43,2388.02,8137.73,8.3865,390,39.07,23.5029
2000-01-20 00:00:52,641.96,1587.85,1397.39,553.92,2388.0,9057.82,47.2,522.53,2388.01,8143.17,8.4159,391,39.11,23.374
2000-01-21 00:00:52,642.31,1577.21,1392.34,554.0,2387.99,9051.03,47.22,522.77,2388.01,8141.78,8.3844,390,38.65,23.4255
2000-01-22 00:00:52,641.91,1590.38,1399.35,554.26,2387.99,9051.33,47.14,522.14,2388.07,8135.93,8.3859,391,38.9,23.3753
2000-01-23 00:00:52,641.74,1579.54,1394.04,554.16,2388.01,9045.44,47.3,522.2,2388.05,8136.16,8.4061,391,39.17,23.3671
2000-01-24 00:00:52,641.75,1578.68,1392.94,554.03,2388.02,9050.58,47.05,522.84,2388.02,8141.06,8.4271,391,39.12,23.4131
2000-01-25 00:00:52,641.74,1581.82,1394.03,554.18,2388.01,9052.79,47.29,522.54,2388.05,8141.37,8.408,390,39.2,23.4143
2000-01-26 00:00:52,642.33,1579.29,1397.64,555.04,2387.99,9052.12,47.24,522.5,2388.06,8137.68,8.3828,393,38.78,23.4063
2000-01-27 00:00:52,641.66,1578.91,1401.2,554.22,2388.05,9048.36,47.18,522.68,2388.0,8144.29,8.4042,390,38.94,23.4642
2000-01-28 00:00:52,642.06,1584.4,1401.76,555.02,2388.04,9058.01,47.2,522.57,2388.03,8134.33,8.3707,391,39.01,23.272
