Artficial_timestamp,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-03 00:00:20,643.0,1589.87,1404.3,21.61,553.44,2388.1,9063.7,47.56,521.93,2388.02,8136.61,8.4498,391,38.88,23.2767
2000-05-04 00:00:20,642.72,1588.75,1406.6,21.61,553.77,2388.13,9055.4,47.67,520.66,2388.06,8136.47,8.4217,393,38.79,23.2626
2000-05-05 00:00:20,642.9,1587.31,1404.3,21.61,552.91,2388.05,9055.83,47.49,521.14,2388.07,8136.89,8.4432,391,38.79,23.276
2000-05-06 00:00:20,642.42,1583.0,1417.06,21.61,553.69,2388.04,9057.87,47.61,521.63,2388.09,8133.4,8.439,393,38.87,23.2784
2000-05-07 00:00:20,642.55,1585.71,1406.9,21.61,553.06,2388.06,9054.13,47.55,521.48,2388.09,8135.61,8.4171,392,38.88,23.2748
2000-05-08 00:00:20,643.16,1586.19,1403.67,21.61,552.42,2388.07,9054.09,47.48,521.62,2388.05,8130.93,8.4453,393,38.82,23.3133
2000-05-09 00:00:20,642.44,1583.76,1404.13,21.61,554.4,2388.07,9058.45,47.56,521.07,2388.08,8142.14,8.4528,392,38.94,23.2666
2000-05-10 00:00:20,642.66,1589.12,1408.09,21.61,553.43,2388.11,9051.23,47.46,521.09,2388.06,8132.59,8.4364,392,38.79,23.2775
2000-05-11 00:00:20,642.39,1584.35,1403.87,21.61,553.46,2388.1,9056.89,47.61,521.43,2388.09,8135.27,8.4559,392,38.88,23.3822
2000-05-12 00:00:20,642.73,1585.04,1397.76,21.61,553.64,2388.09,9054.98,47.48,521.9,2388.12,8131.19,8.4414,392,38.89,23.4045
2000-05-13 00:00:20,642.56,1586.04,1410.55,21.61,553.34,2388.08,9055.25,47.42,521.51,2388.11,8138.91,8.4197,394,38.84,23.2635
2000-05-14 00:00:20,642.39,1585.47,1407.66,21.61,554.31,2388.06,9058.02,47.54,521.69,2388.1,8134.99,8.4545,393,38.66,23.3024
2000-05-15 00:00:20,642.76,1589.63,1405.47,21.61,553.92,2388.11,9050.25,47.37,521.45,2388.07,8133.4,8.4751,394,38.7,23.2503
2000-05-16 00:00:20,642.31,1591.06,1411.72,21.61,552.96,2388.06,9059.48,47.6,521.67,2388.12,8136.14,8.4054,392,38.93,23.3803
2000-05-17 00:00:20,641.83,1592.49,1406.63,21.61,553.42,2388.03,9057.06,47.61,521.28,2388.13,8137.29,8.4377,393,38.94,23.3967
2000-05-18 00:00:20,642.45,1589.62,1399.9,21.61,553.36,2388.09,9058.45,47.42,522.03,2388.14,8135.58,8.4111,394,38.83,23.3011
2000-05-19 00:00:20,642.52,1588.52,1405.1,21.61,552.78,2388.16,9059.77,47.54,521.52,2388.1,8139.99,8.446,391,38.78,23.231
2000-05-20 00:00:20,642.63,1589.33,1404.53,21.61,554.07,2388.09,9050.6,47.52,520.19,2388.08,8137.14,8.4085,393,38.9,23.3501
2000-05-21 00:00:20,643.1,1593.38,1403.45,21.61,553.66,2388.06,9059.7,47.37,520.99,2388.05,8142.76,8.4607,393,38.89,23.2071
2000-05-22 00:00:20,642.78,1592.77,1406.23,21.61,553.05,2388.11,9060.11,47.35,521.31,2388.09,8134.9,8.44,392,38.78,23.3233
2000-05-23 00:00:20,642.59,1583.52,1411.61,21.61,554.02,2388.07,9052.34,47.57,521.48,2388.11,8131.8,8.4344,394,38.78,23.4263
2000-05-24 00:00:20,642.59,1585.06,1405.34,21.61,553.23,2388.11,9063.25,47.53,521.68,2388.09,8133.22,8.4422,392,38.94,23.3007
2000-05-25 00:00:20,643.3,1601.08,1406.85,21.61,553.68,2388.1,9056.81,47.69,521.3,2388.12,8141.68,8.4479,394,38.94,23.3758
2000-05-26 00:00:20,642.61,1588.31,1402.29,21.61,553.14,2388.07,9059.5,47.37,521.22,2388.03,8140.57,8.4664,393,38.86,23.2466
2000-05-27 00:00:20,642.22,1582.05,1407.26,21.61,553.85,2388.11,9051.94,47.54,521.52,2388.09,8142.21,8.4509,393,38.97,23.2967
2000-05-28 00:00:20,642.48,1596.63,1410.81,21.61,553.57,2388.08,9054.64,47.43,521.34,2388.08,8138.44,8.4508,394,38.71,23.3192
2000-05-29 00:00:20,643.11,1583.9,1404.13,21.61,553.25,2388.1,9049.63,47.56,521.67,2388.15,8138.66,8.4485,393,38.85,23.3431
2000-05-30 00:00:20,642.52,1586.56,1404.01,21.61,553.3,2388.08,9061.35,47.4,521.17,2388.05,8139.86,8.4256,391,38.78,23.3833
2000-05-31 00:00:20,642.78,1587.38,1412.5,21.61,553.51,2388.06,9056.46,47.67,521.6,2388.13,8144.09,8.418,393,38.85,23.3385
2000-06-01 00:00:20,642.92,1596.94,1405.78,21.61,553.37,2388.09,9051.02,47.53,520.94,2388.11,8137.16,8.4731,393,38.7,23.1653
2000-06-02 00:00:20,642.91,1591.65,1404.61,21.61,554.19,2388.11,9050.49,47.57,521.78,2388.16,8129.1,8.4334,395,38.76,23.3442
2000-06-03 00:00:20,642.39,1590.01,1403.95,21.61,553.61,2388.05,9057.81,47.3,521.53,2388.04,8139.98,8.4505,394,38.76,23.26
2000-06-04 00:00:20,642.87,1590.95,1405.04,21.61,552.91,2388.09,9055.79,47.45,521.35,2388.1,8136.69,8.4725,393,38.88,23.2933
2000-06-05 00:00:20,642.68,1594.78,1400.07,21.61,553.27,2388.07,9063.98,47.57,521.35,2388.05,8135.04,8.4479,393,38.78,23.23
2000-06-06 00:00:20,642.68,1593.0,1408.04,21.61,553.62,2388.05,9060.8,47.53,520.92,2388.08,8140.74,8.4404,393,38.83,23.2435
2000-06-07 00:00:20,642.39,1590.16,1406.21,21.61,554.66,2388.12,9064.41,47.37,521.54,2388.07,8135.67,8.4676,393,38.76,23.4161
2000-06-08 00:00:20,642.86,1585.03,1408.03,21.61,553.27,2388.09,9057.37,47.33,521.05,2388.1,8139.38,8.4277,395,38.72,23.39
2000-06-09 00:00:20,642.9,1593.58,1404.38,21.61,553.14,2388.08,9061.65,47.53,521.42,2388.11,8138.99,8.4333,392,38.87,23.2588
2000-06-10 00:00:20,642.76,1590.26,1404.61,21.61,554.11,2388.07,9059.52,47.38,521.62,2388.1,8137.09,8.4304,392,39.04,23.3827
2000-06-11 00:00:20,642.85,1582.87,1409.39,21.61,553.29,2388.12,9059.76,47.63,521.86,2388.08,8139.35,8.4449,392,38.75,23.3017
2000-06-12 00:00:20,642.69,1588.76,1403.24,21.61,554.24,2388.14,9053.84,47.61,521.38,2388.1,8134.28,8.3917,394,38.9,23.3647
2000-06-13 00:00:20,642.68,1588.26,1410.67,21.61,553.31,2388.06,9054.51,47.57,521.68,2388.08,8135.62,8.435,393,38.75,23.1774
2000-06-14 00:00:20,642.25,1588.46,1402.22,21.61,553.41,2388.14,9057.93,47.46,521.04,2388.17,8135.28,8.4702,392,39.09,23.3041
2000-06-15 00:00:20,642.55,1579.43,1406.18,21.61,554.13,2388.08,9058.31,47.28,521.41,2388.08,8143.42,8.4699,394,38.69,23.3076
2000-06-16 00:00:20,642.91,1589.92,1412.98,21.61,553.39,2388.12,9058.56,47.4,521.36,2388.13,8132.16,8.442,393,38.83,23.2619
2000-06-17 00:00:20,641.94,1587.3,1406.72,21.61,552.68,2388.14,9060.33,47.54,521.65,2388.07,8137.34,8.4218,395,38.93,23.2239
2000-06-18 00:00:20,642.59,1586.41,1403.2,21.61,553.54,2388.09,9047.97,47.61,521.51,2388.13,8135.78,8.434,395,38.93,23.3577
2000-06-19 00:00:20,642.7,1587.24,1415.13,21.61,553.59,2388.07,9054.79,47.58,521.31,2388.12,8141.39,8.4339,394,38.78,23.3285
2000-06-20 00:00:20,642.52,1595.78,1410.36,21.61,553.26,2388.13,9055.89,47.54,521.41,2388.07,8138.41,8.4592,393,38.8,23.3159
2000-06-21 00:00:20,642.56,1589.15,1404.24,21.61,553.59,2388.1,9057.09,47.53,521.06,2388.07,8132.64,8.4435,393,38.81,23.2622
2000-06-22 00:00:20,643.17,1588.28,1406.11,21.61,553.11,2388.1,9062.12,47.46,521.13,2388.11,8141.1,8.4609,393,38.9,23.233
2000-06-23 00:00:20,643.46,1589.91,1407.67,21.61,553.68,2388.11,9053.88,47.42,521.76,2388.06,8140.52,8.4438,393,38.83,23.2739
2000-06-24 00:00:20,642.68,1585.19,1407.01,21.61,553.45,2388.11,9056.14,47.64,521.99,2388.09,8142.38,8.4658,395,39.05,23.2878
2000-06-25 00:00:20,642.76,1584.28,1408.61,21.61,553.74,2388.08,9055.32,47.61,521.49,2388.13,8140.54,8.4488,393,38.98,23.4201
2000-06-26 00:00:20,642.67,1595.03,1409.77,21.61,553.3,2388.14,9057.93,47.51,521.66,2388.1,8136.72,8.4483,393,38.96,23.2591
2000-06-27 00:00:20,643.0,1589.89,1415.21,21.61,553.4,2388.1,9066.92,47.58,521.67,2388.1,8141.42,8.4164,393,38.94,23.2907
2000-06-28 00:00:20,642.69,1584.64,1404.85,21.61,553.99,2388.11,9049.47,47.51,521.59,2388.04,8136.4,8.4343,390,38.86,23.294
2000-06-29 00:00:20,642.56,1592.77,1410.07,21.61,552.63,2388.14,9059.35,47.49,521.61,2388.06,8146.61,8.4387,392,38.88,23.2305
2000-06-30 00:00:20,642.89,1586.18,1407.96,21.61,553.06,2388.14,9062.34,47.64,521.63,2388.08,8142.79,8.4483,393,38.7,23.2829
2000-07-01 00:00:20,643.15,1585.89,1408.67,21.61,552.65,2388.04,9057.57,47.47,521.09,2388.08,8132.59,8.4581,394,38.75,23.275
2000-07-02 00:00:20,642.29,1588.64,1409.54,21.61,553.4,2388.07,9053.22,47.32,521.81,2388.1,8137.1,8.455,392,38.83,23.3002
2000-07-03 00:00:20,642.09,1588.38,1402.1,21.61,552.69,2388.13,9052.94,47.41,520.83,2388.12,8135.09,8.4092,391,38.91,23.2064
2000-07-04 00:00:20,642.7,1588.44,1411.68,21.61,553.7,2388.08,9057.17,47.43,521.59,2388.1,8140.71,8.418,394,38.78,23.2909
2000-07-05 00:00:20,642.56,1589.55,1411.22,21.61,552.85,2388.09,9057.52,47.53,521.38,2388.1,8137.34,8.44,393,38.84,23.3248
2000-07-06 00:00:20,642.81,1580.74,1407.01,21.61,553.95,2388.14,9053.85,47.51,521.65,2388.11,8135.77,8.4251,394,38.83,23.4223
2000-07-07 00:00:20,642.32,1584.07,1404.98,21.61,551.82,2388.11,9051.49,47.51,521.2,2388.05,8146.16,8.4593,392,38.76,23.2613
2000-07-08 00:00:20,642.5,1593.76,1407.67,21.61,553.17,2388.06,9062.57,47.38,521.54,2388.09,8147.16,8.4577,393,38.8,23.3067
2000-07-09 00:00:20,642.18,1586.15,1406.39,21.61,553.02,2388.13,9058.24,47.54,521.18,2388.15,8138.03,8.4292,393,38.66,23.3743
2000-07-10 00:00:20,642.28,1592.13,1404.19,21.61,553.28,2388.11,9051.34,47.38,521.29,2388.1,8138.39,8.4573,393,38.73,23.302
2000-07-11 00:00:20,642.5,1590.96,1408.9,21.61,553.18,2388.1,9056.14,47.45,520.96,2388.1,8141.09,8.4021,393,38.81,23.3289
2000-07-12 00:00:20,642.34,1588.94,1406.93,21.61,553.5,2388.12,9051.52,47.5,521.51,2388.12,8136.06,8.4797,394,38.93,23.2532
2000-07-13 00:00:20,642.73,1590.7,1398.84,21.61,553.74,2388.08,9057.53,47.62,521.81,2388.06,8137.81,8.4701,391,38.83,23.2108
2000-07-14 00:00:20,642.35,1594.4,1402.21,21.61,553.97,2388.07,9054.38,47.66,521.12,2388.05,8138.22,8.4661,392,38.79,23.1704
2000-07-15 00:00:20,642.53,1597.95,1414.01,21.61,553.44,2388.1,9053.35,47.5,521.42,2388.1,8138.45,8.4571,393,38.95,23.3986
2000-07-16 00:00:20,642.98,1587.91,1406.72,21.61,553.37,2388.09,9060.42,47.62,521.87,2388.15,8133.54,8.4613,394,38.87,23.3528
2000-07-17 00:00:20,642.12,1592.48,1399.4,21.61,553.62,2388.09,9060.13,47.53,521.42,2388.03,8138.96,8.4348,394,38.76,23.3029
2000-07-18 00:00:20,642.5,1589.91,1410.4,21.61,552.55,2388.05,9059.14,47.52,521.94,2388.04,8137.35,8.4364,393,38.81,23.3197
2000-07-19 00:00:20,642.18,1586.29,1406.63,21.61,552.46,2388.07,9060.2,47.49,521.75,2388.11,8139.68,8.4145,393,38.77,23.3192
2000-07-20 00:00:20,642.58,1586.81,1414.27,21.61,553.35,2388.12,9064.77,47.51,521.42,2388.12,8133.79,8.43,393,38.83,23.2583
2000-07-21 00:00:20,642.4,1589.25,1413.43,21.61,553.35,2388.11,9061.18,47.46,521.93,2388.08,8144.03,8.4315,393,38.8,23.2943
2000-07-22 00:00:20,643.09,1589.36,1411.33,21.61,553.64,2388.11,9059.98,47.63,521.34,2388.06,8139.33,8.448,393,38.76,23.4235
2000-07-23 00:00:20,642.54,1593.93,1411.86,21.61,553.48,2388.1,9060.64,47.55,521.62,2388.15,8136.89,8.4394,391,38.96,23.2727
2000-07-24 00:00:20,643.2,1596.52,1402.75,21.61,552.49,2388.17,9057.86,47.63,521.06,2388.1,8137.93,8.4846,391,38.69,23.3133
2000-07-25 00:00:20,642.37,1588.61,1408.82,21.61,553.53,2388.13,9060.71,47.44,521.36,2388.1,8142.83,8.4453,392,38.75,23.2789
2000-07-26 00:00:20,642.22,1587.6,1412.57,21.61,552.57,2388.08,9061.08,47.47,521.51,2388.14,8136.87,8.4454,393,38.78,23.2369
2000-07-27 00:00:20,642.97,1590.15,1406.15,21.61,553.18,2388.11,9060.7,47.42,521.61,2388.09,8139.44,8.4384,394,38.69,23.4045
2000-07-28 00:00:20,642.16,1592.56,1410.69,21.61,553.44,2388.08,9064.7,47.53,521.61,2388.09,8137.5,8.4147,393,38.84,23.2796
2000-07-29 00:00:20,642.49,1595.1,1411.53,21.61,553.55,2388.18,9063.09,47.52,521.16,2388.21,8136.92,8.4409,392,38.98,23.3322
2000-07-30 00:00:20,642.69,1593.79,1412.23,21.61,552.42,2388.07,9057.21,47.46,521.56,2388.12,8140.19,8.4741,393,38.84,23.311
2000-07-31 00:00:20,643.07,1594.25,1408.04,21.61,552.72,2388.1,9058.73,47.44,521.64,2388.1,8140.22,8.4137,394,38.79,23.3096
2000-08-01 00:00:20,642.47,1589.57,1407.24,21.61,552.62,2388.11,9054.59,47.51,521.41,2388.11,8140.43,8.4123,395,38.76,23.2504
2000-08-02 00:00:20,643.2,1586.33,1414.36,21.61,554.05,2388.05,9057.93,47.73,521.25,2388.06,8135.7,8.4384,393,38.76,23.1659
2000-08-03 00:00:20,642.66,1601.51,1409.78,21.61,553.41,2388.08,9058.76,47.62,521.27,2388.1,8141.85,8.466,393,38.86,23.2592
2000-08-04 00:00:20,643.05,1589.38,1406.97,21.61,553.78,2388.1,9067.19,47.56,521.88,2388.1,8140.89,8.4072,394,38.79,23.3717
2000-08-05 00:00:20,642.89,1597.01,1403.4,21.61,552.71,2388.07,9058.17,47.42,521.86,2388.14,8138.41,8.4386,394,38.87,23.3039
2000-08-06 00:00:20,642.86,1593.33,1408.4,21.61,552.9,2388.04,9062.9,47.59,521.16,2388.15,8143.51,8.4466,393,38.78,23.3181
2000-08-07 00:00:20,643.38,1590.61,1408.42,21.61,552.93,2388.12,9060.69,47.65,521.0,2388.06,8135.99,8.4367,392,38.94,23.2089
2000-08-08 00:00:20,643.09,1596.53,1403.14,21.61,553.54,2388.15,9062.55,47.63,521.71,2388.08,8140.95,8.4485,393,38.88,23.335
2000-08-09 00:00:20,642.29,1591.27,1415.57,21.61,553.43,2388.13,9060.61,47.42,521.24,2388.11,8137.55,8.4493,393,38.93,23.2234
2000-08-10 00:00:20,642.87,1592.56,1405.75,21.61,553.07,2388.05,9057.92,47.54,521.03,2388.13,8139.39,8.4343,394,38.65,23.2563
2000-08-11 00:00:20,642.28,1588.07,1409.94,21.61,553.09,2388.09,9058.91,47.62,520.88,2388.11,8133.74,8.4615,393,38.97,23.3331
2000-08-12 00:00:20,642.94,1591.15,1404.37,21.61,553.17,2388.11,9058.9,47.66,521.08,2388.08,8141.74,8.457,393,38.76,23.2615
2000-08-13 00:00:20,643.16,1594.68,1407.17,21.61,553.25,2388.08,9058.04,47.46,521.75,2388.12,8135.38,8.446,393,38.8,23.2814
2000-08-14 00:00:20,643.13,1587.03,1406.89,21.61,553.12,2388.13,9060.65,47.34,521.71,2388.04,8139.02,8.4214,391,38.82,23.2237
2000-08-15 00:00:20,642.76,1580.84,1413.8,21.61,552.45,2388.08,9057.16,47.66,521.21,2388.06,8145.59,8.4386,393,38.79,23.3195
2000-08-16 00:00:20,642.22,1589.26,1413.83,21.61,553.31,2388.13,9066.42,47.45,521.45,2388.12,8138.85,8.4393,395,38.72,23.2713
2000-08-17 00:00:20,642.56,1588.92,1410.89,21.61,552.87,2388.14,9062.07,47.66,521.11,2388.14,8136.64,8.4372,393,38.67,23.2237
2000-08-18 00:00:20,642.32,1585.96,1408.45,21.61,553.24,2388.12,9060.99,47.57,521.68,2388.1,8143.61,8.4528,393,38.82,23.3125
2000-08-19 00:00:20,642.53,1588.51,1409.0,21.61,552.52,2388.15,9056.66,47.45,521.38,2388.1,8141.68,8.4349,392,38.79,23.2156
2000-08-20 00:00:20,642.62,1584.45,1410.61,21.61,553.03,2388.08,9060.64,47.78,520.91,2388.09,8135.35,8.4366,392,38.74,23.2607
