Artficial_timestamp,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-01-02 00:01:07,642.52,1583.12,1398.16,21.61,553.89,2388.09,9062.52,47.28,521.92,2388.04,8134.47,8.4813,391,39.03,23.3564
2000-01-03 00:01:07,642.12,1591.12,1404.59,21.61,553.72,2388.12,9060.29,47.23,521.72,2388.04,8143.35,8.3883,393,38.8,23.4387
2000-01-04 00:01:07,642.52,1591.87,1408.07,21.61,553.63,2388.08,9069.27,47.16,522.17,2388.02,8149.79,8.4786,391,38.92,23.3917
2000-01-05 00:01:07,642.55,1589.54,1398.73,21.61,553.5,2388.0,9063.39,47.28,522.04,2388.09,8144.8,8.4327,392,38.92,23.486
2000-01-06 00:01:07,642.08,1591.25,1395.19,21.61,554.75,2388.07,9067.98,47.36,521.9,2388.06,8142.97,8.4489,392,39.04,23.3165
2000-01-07 00:01:07,642.32,1594.72,1401.03,21.61,553.46,2388.08,9063.97,47.48,521.96,2388.03,8142.24,8.4434,393,38.78,23.3504
2000-01-08 00:01:07,642.28,1579.75,1403.27,21.61,554.28,2388.07,9063.91,47.34,522.06,2388.09,8152.22,8.414,392,38.9,23.2431
2000-01-09 00:01:07,641.73,1584.85,1402.44,21.61,554.18,2388.03,9059.68,47.49,521.84,2388.06,8142.69,8.4307,394,38.94,23.3818
2000-01-10 00:01:07,642.12,1580.02,1401.75,21.61,553.15,2388.04,9060.99,47.37,521.87,2388.06,8144.5,8.4691,391,39.01,23.3086
2000-01-11 00:01:07,641.96,1581.35,1406.78,21.61,553.05,2388.04,9058.78,47.42,521.88,2388.08,8143.59,8.3857,392,38.9,23.3331
2000-01-12 00:01:07,641.95,1590.54,1400.88,21.61,553.92,2388.09,9056.72,47.24,522.33,2388.05,8146.26,8.4332,394,39.16,23.3903
2000-01-13 00:01:07,642.52,1589.2,1398.12,21.61,553.63,2388.02,9063.19,47.41,521.69,2388.04,8144.65,8.3826,393,39.05,23.3721
