Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-29 00:00:55,642.16,1580.24,1397.37,550.53,2387.81,9024.45,47.04,518.97,2387.82,8118.41,8.4148,390,39.01,23.3661
2000-05-30 00:00:55,642.31,1574.57,1400.13,550.9,2387.28,9032.56,47.24,519.13,2387.23,8120.51,8.4486,391,38.83,23.3465
2000-05-31 00:00:55,641.64,1580.13,1385.27,552.45,2387.69,9041.36,47.04,518.97,2387.68,8126.37,8.442,391,38.8,23.2594
2000-06-01 00:00:55,642.29,1579.75,1394.61,550.45,2387.68,9043.5,47.2,519.58,2387.68,8126.22,8.4099,390,39.08,23.1942
2000-06-02 00:00:55,642.33,1569.59,1397.83,549.84,2387.67,9037.97,47.28,518.66,2387.65,8118.95,8.4254,390,39.0,23.3432
2000-06-03 00:00:55,642.97,1576.91,1398.55,551.26,2387.33,9030.75,47.13,519.04,2387.3,8121.45,8.4508,390,38.76,23.2607
2000-06-04 00:00:55,642.59,1578.24,1390.48,551.44,2387.9,9031.9,47.24,519.02,2387.86,8122.39,8.4245,389,38.86,23.2205
2000-06-05 00:00:55,641.97,1581.9,1400.59,550.97,2387.5,9036.86,47.39,518.77,2387.5,8126.89,8.438,392,38.81,23.2782
2000-06-06 00:00:55,641.64,1581.58,1392.91,552.23,2387.94,9045.11,46.88,520.16,2387.89,8134.08,8.4312,392,39.07,23.2991
2000-06-07 00:00:55,641.84,1576.68,1398.78,551.2,2387.79,9035.73,47.0,518.62,2387.79,8126.91,8.434,389,38.75,23.1723
2000-06-08 00:00:55,642.45,1576.7,1389.46,551.66,2387.64,9033.65,47.12,518.97,2387.72,8118.3,8.3694,389,38.74,23.289
2000-06-09 00:00:55,641.75,1577.8,1401.67,551.49,2387.52,9040.21,47.08,519.07,2387.55,8123.04,8.3911,390,38.7,23.3951
2000-06-10 00:00:55,641.8,1576.47,1396.22,551.23,2387.77,9037.43,47.01,519.26,2387.74,8130.39,8.458,393,38.97,23.352
2000-06-11 00:00:55,641.93,1578.98,1398.91,550.21,2387.79,9035.74,47.23,518.82,2387.79,8124.36,8.4342,390,39.02,23.3046
2000-06-12 00:00:55,641.82,1575.54,1396.31,551.46,2387.37,9035.72,46.89,519.2,2387.41,8126.66,8.412,388,38.94,23.3297
2000-06-13 00:00:55,642.04,1582.12,1392.73,550.56,2387.66,9034.67,47.1,518.3,2387.64,8119.67,8.4161,389,38.95,23.2859
2000-06-14 00:00:55,642.53,1586.18,1394.57,550.66,2387.86,9032.98,47.31,518.81,2387.8,8121.64,8.389,390,38.76,23.4036
2000-06-15 00:00:55,642.28,1582.96,1396.31,550.08,2387.55,9034.66,47.34,518.56,2387.54,8117.87,8.3941,390,38.79,23.2541
2000-06-16 00:00:55,642.01,1582.09,1402.5,551.25,2387.52,9034.05,47.18,518.8,2387.52,8124.37,8.4098,390,38.79,23.3652
2000-06-17 00:00:55,641.9,1575.36,1393.04,549.61,2387.72,9031.45,47.17,519.52,2387.68,8122.5,8.4127,392,38.63,23.2627
2000-06-18 00:00:55,642.01,1579.1,1396.54,550.91,2387.37,9035.51,47.2,519.17,2387.41,8121.7,8.3969,392,38.81,23.1945
2000-06-19 00:00:55,641.32,1583.26,1397.31,550.67,2387.45,9030.31,47.18,519.42,2387.46,8124.25,8.4367,390,38.98,23.2124
2000-06-20 00:00:55,641.91,1581.89,1402.88,550.67,2387.55,9033.78,47.32,518.68,2387.55,8121.05,8.4398,389,38.79,23.2198
2000-06-21 00:00:55,641.77,1570.81,1400.79,551.25,2387.38,9038.3,47.18,519.16,2387.3,8125.14,8.3979,390,38.85,23.3448
2000-06-22 00:00:55,642.22,1573.38,1397.49,550.47,2387.64,9045.01,47.03,519.05,2387.63,8119.88,8.4001,390,38.75,23.1585
2000-06-23 00:00:55,642.05,1572.3,1392.16,551.26,2387.93,9038.44,47.1,518.56,2387.94,8118.99,8.4276,390,38.85,23.2576
2000-06-24 00:00:55,641.81,1581.08,1398.83,551.63,2387.57,9035.1,47.11,519.18,2387.58,8126.58,8.4911,391,38.84,23.1937
2000-06-25 00:00:55,642.6,1577.57,1397.89,551.1,2387.66,9035.49,47.22,518.99,2387.67,8122.56,8.4307,390,38.88,23.2509
2000-06-26 00:00:55,641.45,1581.94,1391.27,551.37,2387.68,9048.31,47.41,519.0,2387.73,8125.94,8.411,390,38.9,23.2685
2000-06-27 00:00:55,641.95,1585.93,1397.83,551.36,2387.57,9029.36,47.16,519.14,2387.49,8122.86,8.4308,390,38.52,23.2921
2000-06-28 00:00:55,641.99,1585.5,1402.81,550.57,2387.5,9036.41,47.34,518.66,2387.5,8122.85,8.4218,390,38.85,23.1996
2000-06-29 00:00:55,641.54,1581.13,1401.25,550.94,2387.52,9033.94,47.1,519.47,2387.54,8121.47,8.4293,389,38.78,23.2505
2000-06-30 00:00:55,642.36,1575.31,1393.83,551.31,2387.72,9037.45,47.05,519.08,2387.73,8117.76,8.4513,392,38.73,23.3993
2000-07-01 00:00:55,642.28,1582.18,1396.98,551.08,2387.36,9033.92,47.34,518.5,2387.36,8117.8,8.4412,391,38.96,23.2231
2000-07-02 00:00:55,642.66,1578.36,1398.04,550.19,2387.46,9032.02,47.18,519.16,2387.49,8121.51,8.4458,390,38.91,23.3557
2000-07-03 00:00:55,641.64,1581.37,1402.92,551.05,2387.72,9035.24,46.96,518.78,2387.71,8123.72,8.3985,392,38.89,23.2558
2000-07-04 00:00:55,642.45,1581.18,1396.55,550.39,2387.69,9034.84,47.23,518.83,2387.63,8123.06,8.4139,391,38.76,23.3039
2000-07-05 00:00:55,642.26,1583.06,1403.07,550.41,2387.74,9036.48,46.96,518.86,2387.79,8124.38,8.4343,390,38.72,23.3684
2000-07-06 00:00:55,641.61,1582.5,1395.38,551.23,2387.5,9044.22,47.24,519.07,2387.47,8120.18,8.4397,390,38.68,23.2895
2000-07-07 00:00:55,641.82,1574.3,1402.16,550.79,2387.35,9036.89,47.21,518.92,2387.46,8116.88,8.4247,389,38.82,23.2832
2000-07-08 00:00:55,641.51,1586.27,1397.89,550.93,2387.63,9036.56,47.09,519.13,2387.67,8124.3,8.4124,391,38.65,23.3007
2000-07-09 00:00:55,642.13,1586.81,1399.11,550.86,2387.52,9041.49,47.2,518.47,2387.54,8114.88,8.4391,391,38.76,23.2518
2000-07-10 00:00:55,642.12,1582.61,1396.11,551.54,2387.67,9041.82,47.11,519.27,2387.72,8122.51,8.3919,390,39.0,23.2443
2000-07-11 00:00:55,642.25,1579.68,1399.01,550.55,2387.61,9036.75,47.15,518.72,2387.67,8118.25,8.4318,391,38.83,23.2436
2000-07-12 00:00:55,642.52,1576.36,1392.76,550.86,2387.19,9033.4,47.41,519.3,2387.23,8119.6,8.4339,391,38.81,23.1977
2000-07-13 00:00:55,641.78,1585.41,1398.27,550.75,2387.87,9041.94,47.23,518.5,2387.93,8128.94,8.4465,391,38.95,23.2458
2000-07-14 00:00:55,641.32,1575.26,1399.21,550.01,2387.58,9032.7,47.06,519.45,2387.57,8122.4,8.4063,390,38.86,23.2559
2000-07-15 00:00:55,642.52,1578.11,1401.94,551.28,2387.35,9031.94,47.23,518.89,2387.29,8121.98,8.4481,389,38.9,23.2744
2000-07-16 00:00:55,642.01,1583.92,1400.76,551.74,2387.78,9035.39,47.17,518.86,2387.69,8123.67,8.4632,390,38.95,23.2826
2000-07-17 00:00:55,642.56,1579.72,1399.39,550.48,2387.5,9033.59,47.18,519.08,2387.49,8119.85,8.4383,388,38.76,23.2183
2000-07-18 00:00:55,642.44,1583.08,1400.57,550.43,2387.73,9036.29,47.12,519.29,2387.71,8124.51,8.4243,390,38.66,23.3263
2000-07-19 00:00:55,642.54,1577.46,1400.87,550.81,2387.74,9030.6,47.17,518.59,2387.73,8124.67,8.4361,390,38.97,23.3799
2000-07-20 00:00:55,641.99,1579.64,1397.87,550.35,2387.88,9034.6,46.92,518.64,2387.89,8128.2,8.46,389,38.94,23.2264
2000-07-21 00:00:55,642.38,1581.21,1399.29,550.93,2387.81,9035.97,47.04,518.69,2387.77,8123.27,8.4209,389,38.91,23.3963
2000-07-22 00:00:55,641.85,1588.0,1390.6,551.31,2387.34,9028.61,47.29,518.66,2387.25,8119.39,8.3933,390,38.93,23.2336
2000-07-23 00:00:55,641.93,1579.43,1397.71,551.47,2387.77,9035.11,46.97,518.93,2387.84,8121.41,8.418,391,38.88,23.3326
2000-07-24 00:00:55,641.87,1577.81,1392.92,550.79,2387.8,9041.36,47.16,518.71,2387.81,8123.25,8.3943,390,38.93,23.3457
2000-07-25 00:00:55,641.98,1578.42,1395.27,550.25,2387.78,9035.07,46.98,518.54,2387.78,8126.71,8.4016,389,38.94,23.3304
2000-07-26 00:00:55,642.33,1580.38,1400.86,551.46,2387.74,9036.61,47.29,519.04,2387.73,8117.33,8.4716,390,38.94,23.3103
2000-07-27 00:00:55,642.31,1580.33,1391.08,551.01,2387.74,9032.56,47.06,519.41,2387.73,8124.1,8.4369,392,38.84,23.1928
2000-07-28 00:00:55,641.96,1575.16,1398.32,550.91,2387.78,9039.46,47.11,518.66,2387.84,8123.11,8.4097,389,38.81,23.2696
2000-07-29 00:00:55,642.08,1574.94,1403.09,550.76,2387.41,9031.92,47.1,518.92,2387.41,8114.68,8.4627,389,38.68,23.2787
