Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-01-02 00:01:31,641.47,1590.6,1405.18,553.65,2388.04,9067.66,47.24,522.09,2387.98,8146.17,8.3756,392,39.02,23.4153
2000-01-03 00:01:31,642.11,1585.19,1397.13,554.36,2388.01,9063.79,47.39,521.89,2388.0,8147.02,8.3908,392,39.05,23.3266
2000-01-04 00:01:31,641.49,1584.55,1396.74,554.37,2388.0,9062.99,47.15,522.18,2388.03,8153.51,8.3903,392,39.12,23.4336
2000-01-05 00:01:31,641.92,1590.04,1401.26,554.12,2388.05,9067.66,47.25,521.76,2388.03,8152.47,8.3817,390,39.0,23.2557
2000-01-06 00:01:31,642.75,1589.06,1398.97,554.33,2388.04,9073.82,47.14,522.63,2388.02,8148.74,8.3987,392,39.13,23.4364
2000-01-07 00:01:31,641.81,1591.81,1391.65,554.27,2388.0,9074.54,47.16,522.22,2388.02,8151.32,8.3847,392,38.93,23.3595
2000-01-08 00:01:31,642.37,1588.26,1400.69,554.51,2388.02,9062.52,47.16,522.59,2388.02,8142.14,8.3859,391,38.93,23.3453
2000-01-09 00:01:31,642.23,1584.28,1391.56,554.29,2387.99,9069.15,47.28,522.56,2388.01,8157.69,8.3965,392,39.09,23.4481
2000-01-10 00:01:31,642.31,1589.01,1391.2,553.89,2387.98,9062.87,47.24,522.03,2388.03,8151.45,8.3832,393,39.0,23.2691
2000-01-11 00:01:31,642.51,1587.63,1400.41,554.02,2388.0,9066.07,47.11,522.55,2387.98,8155.63,8.378,390,38.8,23.2767
2000-01-12 00:01:31,642.35,1590.61,1397.36,554.38,2388.0,9070.54,47.33,521.98,2387.96,8146.49,8.401,392,39.0,23.3286
2000-01-13 00:01:31,641.77,1579.3,1398.37,554.32,2388.03,9069.19,47.4,522.78,2388.03,8147.51,8.3915,391,39.01,23.4507
2000-01-14 00:01:31,641.86,1580.17,1395.17,554.85,2388.0,9069.76,47.15,522.54,2387.97,8150.72,8.4203,390,39.01,23.4362
