Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-01-02 00:01:11,462.54,536.66,1262.53,1039.63,7.05,9.03,175.28,1915.48,8013.07,0.94,36.4,164.97,2028.41,7878.99,10.8677,0.02,307,1915,84.93,14.27,8.6194
2000-01-03 00:01:11,445.0,549.28,1343.03,1118.32,3.91,5.72,137.66,2212.13,8329.46,1.02,41.92,131.07,2388.27,8093.45,9.3323,0.02,328,2212,100.0,10.67,6.4488
2000-01-04 00:01:11,489.05,604.51,1509.06,1299.79,10.52,15.49,395.2,2318.86,8792.36,1.26,45.17,371.69,2388.11,8144.13,8.6129,0.03,369,2319,100.0,28.64,17.2081
2000-01-05 00:01:11,518.67,641.49,1586.32,1407.28,14.62,21.61,554.52,2387.99,9071.51,1.3,47.23,522.35,2388.0,8144.67,8.371,0.03,390,2388,100.0,39.07,23.3992
2000-01-06 00:01:11,518.67,641.99,1586.42,1402.33,14.62,21.61,554.62,2387.99,9063.82,1.3,47.34,522.38,2387.94,8156.2,8.3661,0.03,392,2388,100.0,39.15,23.318
2000-01-07 00:01:11,491.19,607.2,1474.93,1236.26,9.35,13.65,335.43,2323.93,8737.22,1.08,44.12,315.67,2388.13,8069.55,9.1759,0.02,363,2324,100.0,24.88,14.7068
2000-01-08 00:01:11,518.67,642.07,1592.22,1394.77,14.62,21.61,554.38,2388.01,9066.85,1.3,47.18,522.51,2388.03,8143.9,8.4065,0.03,393,2388,100.0,38.97,23.4624
2000-01-09 00:01:11,489.05,604.75,1498.13,1305.98,10.52,15.49,394.69,2318.86,8793.18,1.26,45.24,371.63,2388.03,8145.01,8.606,0.03,368,2319,100.0,28.83,17.1627
2000-01-10 00:01:11,449.44,556.34,1358.14,1125.58,5.48,8.0,194.67,2223.12,8359.55,1.02,41.74,183.65,2388.25,8080.34,9.2938,0.02,334,2223,100.0,14.95,8.9931
2000-01-11 00:01:11,462.54,536.92,1256.93,1044.48,7.05,9.03,176.07,1915.54,8025.16,0.94,36.59,164.8,2028.48,7878.29,10.8877,0.02,306,1915,84.93,14.28,8.5356
2000-01-12 00:01:11,445.0,549.05,1353.88,1113.84,3.91,5.72,139.22,2212.17,8335.57,1.02,42.03,130.92,2388.24,8096.93,9.3354,0.02,329,2212,100.0,10.48,6.3319
2000-01-13 00:01:11,445.0,549.51,1352.59,1116.77,3.91,5.71,138.67,2212.13,8325.69,1.02,41.97,130.92,2388.23,8095.13,9.3256,0.02,330,2212,100.0,10.68,6.2842
2000-01-14 00:01:11,491.19,606.79,1476.04,1237.62,9.35,13.65,335.37,2323.99,8732.6,1.08,43.93,315.47,2388.17,8075.21,9.1868,0.02,364,2324,100.0,24.62,14.7467
2000-01-15 00:01:11,489.05,604.3,1490.42,1295.97,10.52,15.49,394.39,2318.85,8799.77,1.26,45.16,371.86,2387.99,8136.08,8.6497,0.03,368,2319,100.0,28.55,17.1061
2000-01-16 00:01:11,489.05,604.39,1488.52,1303.2,10.52,15.49,395.65,2318.79,8789.5,1.26,45.0,372.29,2388.01,8142.79,8.6194,0.03,369,2319,100.0,28.49,17.2474
2000-01-17 00:01:11,445.0,549.19,1345.77,1122.72,3.91,5.71,138.21,2212.18,8329.3,1.02,41.72,130.78,2388.23,8100.03,9.3197,0.02,328,2212,100.0,10.79,6.4225
2000-01-18 00:01:11,491.19,607.42,1481.03,1243.93,9.35,13.65,335.28,2323.98,8728.71,1.08,44.14,315.77,2388.08,8069.32,9.1832,0.02,364,2324,100.0,24.51,14.8152
2000-01-19 00:01:11,445.0,549.32,1353.85,1113.32,3.91,5.71,138.85,2212.12,8324.11,1.02,41.89,130.91,2388.25,8095.44,9.3489,0.02,330,2212,100.0,10.55,6.372
2000-01-20 00:01:11,445.0,549.33,1346.79,1125.92,3.91,5.71,139.09,2212.17,8328.17,1.02,41.82,130.49,2388.23,8096.43,9.3611,0.02,331,2212,100.0,10.64,6.3228
2000-01-21 00:01:11,462.54,536.87,1256.51,1049.32,7.05,9.03,176.0,1915.51,8017.06,0.94,36.71,164.4,2028.42,7880.17,10.8877,0.02,307,1915,84.93,14.58,8.6342
2000-01-22 00:01:11,449.44,555.48,1356.84,1122.76,5.48,8.0,195.1,2223.11,8368.36,1.02,41.66,183.34,2388.24,8078.68,9.309,0.02,333,2223,100.0,14.85,8.9118
2000-01-23 00:01:11,445.0,549.15,1349.43,1117.86,3.91,5.72,138.54,2212.14,8334.34,1.02,41.91,130.39,2388.19,8096.16,9.3087,0.02,331,2212,100.0,10.51,6.3382
2000-01-24 00:01:11,491.19,606.89,1481.6,1245.13,9.35,13.65,334.97,2324.0,8726.57,1.08,44.27,315.79,2388.12,8071.46,9.1918,0.02,365,2324,100.0,24.61,14.736
2000-01-25 00:01:11,445.0,549.57,1348.14,1124.35,3.91,5.71,138.92,2212.14,8330.34,1.02,41.94,131.12,2388.21,8101.67,9.3445,0.02,330,2212,100.0,10.59,6.2937
2000-01-26 00:01:11,491.19,607.9,1475.7,1242.53,9.35,13.65,335.27,2323.89,8738.91,1.08,43.9,315.44,2388.08,8062.61,9.1662,0.02,365,2324,100.0,24.54,14.883
2000-01-27 00:01:11,462.54,536.95,1255.37,1046.85,7.05,9.03,175.95,1915.54,8013.79,0.94,36.61,164.34,2028.41,7884.75,10.8862,0.02,305,1915,84.93,14.26,8.5529
2000-01-28 00:01:11,518.67,642.62,1583.17,1400.05,14.62,21.61,554.54,2388.05,9068.35,1.3,47.29,522.75,2387.98,8147.34,8.4032,0.03,392,2388,100.0,38.93,23.4093
2000-01-29 00:01:11,449.44,555.18,1362.38,1125.08,5.48,8.0,194.62,2223.2,8359.4,1.02,41.81,183.3,2388.22,8084.76,9.2653,0.02,334,2223,100.0,14.81,8.9516
2000-01-30 00:01:11,489.05,604.54,1493.6,1297.88,10.52,15.49,395.27,2318.76,8788.76,1.26,45.32,371.56,2388.03,8144.11,8.6371,0.03,370,2319,100.0,28.53,17.1699
2000-01-31 00:01:11,462.54,537.1,1259.71,1043.66,7.05,9.02,176.07,1915.53,8019.76,0.94,36.52,164.69,2028.39,7888.97,10.8687,0.02,305,1915,84.93,14.08,8.7048
2000-02-01 00:01:11,445.0,549.46,1352.87,1116.78,3.91,5.71,139.15,2212.13,8336.17,1.02,41.88,130.11,2388.29,8095.38,9.3536,0.02,331,2212,100.0,10.61,6.3043
2000-02-02 00:01:11,445.0,549.45,1356.29,1126.31,3.91,5.72,139.07,2212.13,8330.47,1.02,41.92,130.88,2388.27,8095.59,9.3464,0.02,330,2212,100.0,10.7,6.4087
2000-02-03 00:01:11,449.44,555.22,1366.71,1127.36,5.48,8.0,194.04,2223.14,8356.72,1.02,41.83,183.07,2388.19,8076.67,9.3052,0.02,333,2223,100.0,14.88,8.9827
2000-02-04 00:01:11,489.05,604.74,1501.2,1306.81,10.52,15.49,395.19,2318.82,8784.68,1.26,45.23,372.19,2388.01,8141.92,8.6357,0.03,367,2319,100.0,28.71,17.2179
2000-02-05 00:01:11,518.67,642.11,1588.71,1393.09,14.62,21.61,554.49,2388.05,9069.18,1.3,47.23,522.2,2388.05,8148.59,8.3933,0.03,391,2388,100.0,39.09,23.3403
2000-02-06 00:01:11,462.54,537.11,1258.0,1047.14,7.05,9.03,175.79,1915.5,8015.88,0.94,36.52,164.39,2028.4,7878.84,10.8684,0.02,307,1915,84.93,14.32,8.5766
2000-02-07 00:01:11,449.44,555.29,1359.42,1121.43,5.48,8.0,194.85,2223.16,8358.33,1.02,41.67,183.35,2388.2,8071.88,9.3034,0.02,333,2223,100.0,14.83,8.9255
2000-02-08 00:01:11,518.67,642.22,1588.77,1405.0,14.62,21.61,554.34,2388.02,9068.97,1.3,47.35,522.62,2388.02,8148.57,8.4176,0.03,391,2388,100.0,39.11,23.3321
2000-02-09 00:01:11,462.54,536.97,1257.93,1047.31,7.05,9.03,175.53,1915.56,8015.77,0.94,36.71,164.85,2028.49,7877.63,10.8482,0.02,305,1915,84.93,14.34,8.5351
2000-02-10 00:01:11,491.19,607.02,1472.87,1243.46,9.35,13.65,335.34,2323.97,8732.99,1.08,44.07,315.64,2388.15,8073.5,9.2251,0.02,366,2324,100.0,24.5,14.5849
2000-02-11 00:01:11,491.19,607.35,1479.8,1246.43,9.35,13.66,335.02,2323.97,8734.85,1.08,44.14,315.12,2388.08,8072.07,9.187,0.02,364,2324,100.0,24.5,14.7737
2000-02-12 00:01:11,462.54,537.21,1257.37,1043.08,7.05,9.02,175.42,1915.53,8022.18,0.94,36.68,164.06,2028.4,7879.26,10.8499,0.02,306,1915,84.93,14.25,8.5381
2000-02-13 00:01:11,449.44,555.33,1361.18,1132.81,5.48,8.0,194.63,2223.18,8355.46,1.02,41.69,184.1,2388.22,8075.87,9.26,0.02,334,2223,100.0,15.03,8.9608
2000-02-14 00:01:11,462.54,536.48,1255.36,1033.7,7.05,9.03,175.46,1915.53,8018.47,0.94,36.56,165.3,2028.36,7883.06,10.8922,0.02,305,1915,84.93,14.4,8.6069
2000-02-15 00:01:11,462.54,536.14,1259.87,1048.47,7.05,9.03,175.58,1915.47,8027.96,0.94,36.56,164.69,2028.43,7881.48,10.8484,0.02,308,1915,84.93,14.26,8.6976
2000-02-16 00:01:11,491.19,606.53,1479.46,1247.33,9.35,13.65,335.14,2323.95,8732.31,1.08,44.15,315.31,2388.09,8075.62,9.1657,0.02,365,2324,100.0,24.62,14.799
2000-02-17 00:01:11,445.0,549.01,1347.05,1115.02,3.91,5.72,138.8,2212.09,8329.75,1.02,41.93,130.73,2388.27,8096.98,9.3441,0.02,332,2212,100.0,10.71,6.3551
2000-02-18 00:01:11,445.0,549.73,1352.05,1125.07,3.91,5.71,138.92,2212.15,8333.4,1.03,41.83,131.16,2388.22,8097.64,9.3241,0.02,329,2212,100.0,10.64,6.501
2000-02-19 00:01:11,491.19,607.42,1478.43,1255.72,9.35,13.65,335.68,2323.96,8740.85,1.08,44.17,315.29,2388.12,8071.72,9.1928,0.02,364,2324,100.0,24.54,14.7794
2000-02-20 00:01:11,462.54,536.79,1258.62,1046.24,7.05,9.03,176.26,1915.53,8016.05,0.94,36.53,164.71,2028.37,7885.4,10.8631,0.02,306,1915,84.93,14.33,8.5953
2000-02-21 00:01:11,462.54,536.86,1255.25,1040.3,7.05,9.03,176.1,1915.51,8021.33,0.94,36.43,164.83,2028.41,7885.65,10.8495,0.02,308,1915,84.93,14.36,8.4822
2000-02-22 00:01:11,518.67,642.23,1594.83,1402.25,14.62,21.61,554.17,2388.02,9064.57,1.3,47.21,522.51,2388.01,8148.59,8.4083,0.03,391,2388,100.0,39.03,23.4045
2000-02-23 00:01:11,449.44,554.74,1359.56,1122.03,5.48,8.0,195.34,2223.16,8352.87,1.03,41.66,183.41,2388.26,8082.34,9.288,0.02,333,2223,100.0,14.93,9.0023
2000-02-24 00:01:11,462.54,536.76,1258.97,1049.95,7.05,9.03,175.6,1915.51,8023.96,0.94,36.69,164.19,2028.41,7881.95,10.9272,0.02,308,1915,84.93,14.44,8.649
2000-02-25 00:01:11,518.67,642.62,1586.45,1401.88,14.62,21.61,553.86,2388.02,9070.73,1.3,47.17,521.99,2388.0,8152.03,8.3833,0.03,393,2388,100.0,38.92,23.4677
2000-02-26 00:01:11,445.0,549.26,1347.08,1123.0,3.91,5.71,138.58,2212.17,8336.99,1.02,41.75,130.93,2388.22,8097.46,9.3444,0.02,331,2212,100.0,10.78,6.4376
2000-02-27 00:01:11,445.0,549.76,1350.06,1120.09,3.91,5.72,138.43,2212.13,8328.32,1.02,41.9,130.89,2388.22,8096.99,9.3401,0.02,330,2212,100.0,10.6,6.3621
2000-02-28 00:01:11,445.0,549.41,1350.74,1116.48,3.91,5.71,138.7,2212.1,8328.69,1.02,41.91,130.51,2388.21,8092.3,9.3058,0.02,329,2212,100.0,10.65,6.3783
