Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-15 00:00:54,642.66,1587.0,1406.28,553.35,2388.12,9050.53,47.65,521.26,2388.12,8128.87,8.476,394,38.87,23.3062
2000-05-16 00:00:54,643.29,1590.78,1405.99,553.42,2388.07,9049.17,47.51,521.83,2388.12,8126.76,8.434,394,38.99,23.2795
2000-05-17 00:00:54,642.16,1587.41,1410.63,553.82,2388.12,9052.33,47.45,521.35,2388.06,8125.37,8.4475,394,39.02,23.3578
2000-05-18 00:00:54,642.57,1590.96,1415.61,552.98,2388.07,9048.97,47.48,521.34,2388.14,8131.97,8.4003,393,39.05,23.2664
2000-05-19 00:00:54,643.08,1589.44,1413.24,553.32,2388.08,9039.66,47.52,521.77,2388.08,8128.32,8.4334,392,38.82,23.3907
2000-05-20 00:00:54,643.08,1587.19,1401.73,553.53,2388.14,9052.78,47.38,521.52,2388.04,8130.15,8.4064,393,38.77,23.2305
2000-05-21 00:00:54,642.31,1590.63,1405.94,553.85,2388.13,9047.01,47.43,521.22,2388.09,8130.94,8.4035,392,38.79,23.2842
2000-05-22 00:00:54,642.62,1599.28,1414.2,552.9,2388.14,9050.3,47.69,521.4,2388.12,8133.57,8.4521,394,38.82,23.2093
2000-05-23 00:00:54,642.23,1593.93,1397.9,552.62,2388.11,9043.76,47.53,521.44,2388.06,8132.79,8.4309,391,38.82,23.3219
2000-05-24 00:00:54,642.28,1587.57,1418.28,553.21,2388.11,9045.33,47.38,521.44,2388.11,8125.24,8.4261,393,38.78,23.2789
2000-05-25 00:00:54,642.81,1587.47,1405.77,553.24,2388.15,9043.54,47.52,521.16,2388.1,8128.3,8.4175,393,38.82,23.2294
2000-05-26 00:00:54,642.62,1595.4,1407.74,554.06,2388.11,9045.89,47.46,521.13,2388.11,8127.47,8.4204,392,38.75,23.2189
2000-05-27 00:00:54,642.79,1589.1,1398.21,553.48,2388.11,9046.66,47.43,522.05,2388.12,8129.28,8.444,392,38.86,23.3592
2000-05-28 00:00:54,642.02,1583.31,1409.93,553.25,2388.16,9048.58,47.41,521.25,2388.08,8124.97,8.4476,393,38.86,23.406
2000-05-29 00:00:54,642.61,1589.9,1408.42,553.38,2388.13,9053.33,47.39,521.84,2388.1,8130.82,8.4287,392,38.71,23.284
2000-05-30 00:00:54,642.71,1588.93,1398.1,553.19,2388.12,9054.04,47.61,521.89,2388.11,8127.82,8.4073,393,38.92,23.2438
2000-05-31 00:00:54,642.32,1583.24,1404.93,553.62,2388.11,9052.45,47.47,521.49,2388.12,8127.15,8.4499,393,39.13,23.2102
2000-06-01 00:00:54,642.32,1592.73,1407.64,553.79,2388.1,9051.35,47.55,521.6,2388.11,8126.5,8.4464,394,38.66,23.2757
2000-06-02 00:00:54,642.82,1588.58,1414.26,554.16,2388.09,9046.65,47.52,521.61,2388.17,8129.1,8.4242,393,38.97,23.2746
2000-06-03 00:00:54,642.47,1588.31,1403.93,553.22,2388.12,9043.67,47.43,521.91,2388.06,8125.04,8.4382,393,38.82,23.2921
2000-06-04 00:00:54,643.0,1596.04,1410.8,553.9,2388.06,9047.86,47.47,521.79,2388.16,8126.68,8.4505,393,38.96,23.4232
2000-06-05 00:00:54,642.59,1592.92,1409.07,553.55,2388.09,9045.67,47.44,521.48,2388.12,8129.79,8.3904,392,39.0,23.2273
2000-06-06 00:00:54,642.59,1586.85,1406.93,553.33,2388.15,9046.57,47.67,522.3,2388.12,8128.45,8.3953,391,38.93,23.3531
2000-06-07 00:00:54,642.48,1591.67,1402.84,553.15,2388.1,9055.71,47.61,521.71,2388.09,8129.63,8.4333,393,38.93,23.3619
2000-06-08 00:00:54,642.78,1592.74,1401.76,552.52,2388.09,9048.08,47.48,521.71,2388.1,8124.18,8.4417,393,38.82,23.2342
2000-06-09 00:00:54,642.41,1593.21,1409.06,553.77,2388.09,9051.44,47.42,520.9,2388.11,8131.92,8.4303,393,38.82,23.3465
2000-06-10 00:00:54,642.62,1582.98,1404.53,553.79,2388.11,9046.21,47.72,522.01,2388.1,8127.74,8.4264,392,38.81,23.3572
2000-06-11 00:00:54,642.21,1591.02,1405.03,553.79,2388.07,9047.91,47.28,521.62,2388.08,8133.27,8.4538,395,38.9,23.3945
2000-06-12 00:00:54,642.46,1594.37,1409.0,553.41,2388.12,9045.12,47.49,521.24,2388.1,8127.53,8.4232,392,38.76,23.2141
2000-06-13 00:00:54,642.87,1595.25,1402.46,553.45,2388.11,9044.42,47.62,521.7,2388.04,8128.12,8.4616,394,38.74,23.2144
2000-06-14 00:00:54,642.56,1593.32,1404.06,552.71,2388.18,9053.38,47.43,521.46,2388.14,8130.74,8.406,396,38.86,23.2946
2000-06-15 00:00:54,642.82,1587.64,1404.78,554.16,2388.11,9044.97,47.36,521.71,2388.11,8130.93,8.4216,393,38.83,23.3367
2000-06-16 00:00:54,642.75,1596.94,1408.7,553.21,2388.13,9055.31,47.54,521.88,2388.14,8125.15,8.4479,394,38.88,23.2848
2000-06-17 00:00:54,642.52,1589.24,1407.76,554.0,2388.11,9048.96,47.57,521.58,2388.15,8130.23,8.4255,393,38.85,23.2531
2000-06-18 00:00:54,642.91,1586.75,1410.0,554.14,2388.12,9047.85,47.64,521.08,2388.12,8127.98,8.4354,392,38.77,23.2905
