Artficial_timestamp,s_2,s_3,s_4,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-04-27 00:00:57,642.39,1588.17,1397.35,556.15,2388.05,9060.83,47.14,524.11,2388.02,8139.12,8.3589,389,39.12,23.4116
2000-04-28 00:00:57,642.38,1582.67,1397.6,555.22,2388.06,9060.48,47.08,523.75,2388.06,8138.03,8.3906,392,39.14,23.5238
2000-04-29 00:00:57,641.98,1579.56,1394.72,556.08,2388.05,9057.45,47.17,524.5,2388.05,8137.09,8.4165,392,39.01,23.5629
2000-04-30 00:00:57,642.04,1585.6,1398.3,556.84,2388.07,9056.52,47.34,523.99,2388.03,8138.01,8.3848,393,39.09,23.5696
2000-05-01 00:00:57,642.0,1583.98,1398.29,555.99,2387.98,9056.52,47.09,523.36,2388.01,8144.55,8.3768,391,39.12,23.5243
2000-05-02 00:00:57,642.43,1579.48,1396.03,555.36,2388.03,9054.31,47.09,523.21,2388.0,8137.68,8.3921,391,39.35,23.4943
2000-05-03 00:00:57,642.24,1585.01,1395.37,556.16,2388.07,9058.77,47.23,524.15,2388.01,8140.15,8.3465,392,39.19,23.5932
2000-05-04 00:00:57,642.31,1584.51,1397.25,556.08,2388.06,9056.53,47.09,523.43,2388.03,8143.47,8.4073,392,39.1,23.4542
2000-05-05 00:00:57,641.77,1584.69,1401.99,555.83,2388.04,9048.09,47.14,523.93,2388.1,8131.86,8.4087,391,39.21,23.4999
2000-05-06 00:00:57,642.63,1584.4,1397.74,556.25,2388.05,9060.95,47.17,524.03,2388.04,8143.08,8.3676,391,39.38,23.5353
2000-05-07 00:00:57,642.58,1592.52,1399.62,555.39,2388.09,9051.92,47.12,523.43,2388.0,8139.23,8.3515,391,39.29,23.4266
2000-05-08 00:00:57,642.01,1587.59,1398.58,555.92,2388.07,9053.77,47.15,524.07,2388.03,8138.9,8.3586,392,39.2,23.4708
2000-05-09 00:00:57,642.46,1583.29,1395.03,556.1,2388.09,9055.59,47.38,524.08,2387.99,8145.47,8.3691,392,39.18,23.6
