Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-01-02 00:02:07,489.05,604.35,1501.31,1295.48,10.52,15.48,395.46,2318.79,8770.86,1.26,44.93,371.66,2387.91,8123.66,8.6212,0.03,368,2319,100.0,28.61,17.2879
2000-01-03 00:02:07,491.19,606.69,1477.16,1239.95,9.35,13.64,335.36,2323.82,8718.33,1.08,44.11,314.91,2388.01,8054.75,9.2044,0.02,364,2324,100.0,24.52,14.7516
2000-01-04 00:02:07,445.0,548.85,1342.4,1115.86,3.91,5.71,139.15,2211.95,8313.87,1.02,41.79,130.53,2388.04,8084.52,9.3265,0.02,329,2212,100.0,10.57,6.3883
2000-01-05 00:02:07,445.0,549.2,1347.97,1110.85,3.91,5.71,138.62,2211.91,8312.94,1.02,41.61,130.28,2388.03,8080.54,9.314,0.02,329,2212,100.0,10.6,6.3628
2000-01-06 00:02:07,449.44,555.19,1359.73,1122.35,5.48,7.99,194.68,2222.87,8340.04,1.02,41.54,182.99,2387.92,8063.56,9.2875,0.02,333,2223,100.0,14.85,8.8255
2000-01-07 00:02:07,449.44,554.95,1361.36,1118.69,5.48,7.99,194.65,2222.84,8340.01,1.02,41.52,183.05,2387.91,8062.02,9.2925,0.02,331,2223,100.0,14.96,8.8973
2000-01-08 00:02:07,445.0,548.89,1350.36,1110.13,3.91,5.7,138.79,2211.94,8313.14,1.02,41.75,130.74,2387.94,8078.36,9.3573,0.02,328,2212,100.0,10.49,6.3682
2000-01-09 00:02:07,518.67,642.26,1584.6,1399.53,14.62,21.6,554.59,2387.95,9056.23,1.3,46.93,522.54,2388.01,8139.36,8.3772,0.03,390,2388,100.0,38.88,23.5025
2000-01-10 00:02:07,518.67,642.12,1579.42,1388.02,14.62,21.6,554.37,2387.97,9048.65,1.3,47.14,522.22,2388.0,8135.06,8.3963,0.03,390,2388,100.0,39.09,23.3755
2000-01-11 00:02:07,449.44,555.04,1364.26,1118.02,5.48,7.99,194.34,2222.87,8341.3,1.02,41.66,183.13,2387.98,8064.75,9.2968,0.02,334,2223,100.0,14.79,8.9641
