Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-05-28 00:03:57,518.67,642.54,1583.69,1398.17,14.62,21.61,554.38,2388.05,9064.53,1.3,47.35,522.46,2388.07,8150.8,8.4128,0.03,393,2388,100.0,38.92,23.4054
2000-05-29 00:03:57,489.05,604.16,1493.8,1305.09,10.52,15.49,395.26,2318.91,8787.98,1.26,45.36,371.92,2388.0,8139.32,8.6475,0.03,368,2319,100.0,28.71,17.2646
2000-05-30 00:03:57,518.67,642.51,1586.89,1409.74,14.62,21.61,552.92,2387.97,9068.61,1.3,47.12,522.24,2388.0,8145.48,8.389,0.03,393,2388,100.0,38.9,23.3386
2000-05-31 00:03:57,518.67,642.38,1582.42,1399.03,14.62,21.61,554.73,2388.0,9070.73,1.3,47.23,522.21,2388.02,8149.86,8.3803,0.03,392,2388,100.0,39.11,23.4404
2000-06-01 00:03:57,518.67,642.38,1581.59,1400.07,14.62,21.61,554.72,2387.99,9068.15,1.3,47.27,522.59,2388.0,8143.73,8.4102,0.03,392,2388,100.0,38.85,23.2515
2000-06-02 00:03:57,445.0,548.79,1345.35,1124.17,3.91,5.71,138.53,2212.09,8333.99,1.02,41.87,130.55,2388.18,8087.49,9.3606,0.02,329,2212,100.0,10.58,6.2833
2000-06-03 00:03:57,491.19,606.83,1479.67,1244.56,9.35,13.65,335.5,2323.95,8735.99,1.08,44.17,315.52,2388.16,8068.17,9.2018,0.02,363,2324,100.0,24.39,14.6083
2000-06-04 00:03:57,489.05,603.95,1502.35,1301.95,10.52,15.49,395.11,2318.83,8778.82,1.26,45.23,371.95,2388.06,8142.38,8.6132,0.03,369,2319,100.0,28.66,17.2124
2000-06-05 00:03:57,445.0,548.94,1348.95,1120.06,3.91,5.72,139.37,2212.09,8335.62,1.02,41.99,130.47,2388.2,8097.99,9.3366,0.02,330,2212,100.0,10.58,6.2925
2000-06-06 00:03:57,489.05,603.97,1497.92,1302.29,10.52,15.49,394.86,2318.86,8787.82,1.26,45.15,372.02,2388.06,8135.45,8.6347,0.03,370,2319,100.0,28.51,17.1724
2000-06-07 00:03:57,489.05,604.37,1495.08,1295.97,10.52,15.49,394.3,2318.86,8790.82,1.26,45.33,371.93,2388.06,8144.91,8.6351,0.03,368,2319,100.0,28.5,17.1852
2000-06-08 00:03:57,445.0,549.19,1355.21,1120.72,3.91,5.71,138.76,2212.08,8326.61,1.02,41.91,130.81,2388.21,8097.8,9.3177,0.02,332,2212,100.0,10.71,6.3711
2000-06-09 00:03:57,518.67,642.43,1590.9,1401.43,14.62,21.61,554.45,2388.03,9064.36,1.3,47.39,522.62,2387.99,8146.53,8.4007,0.03,392,2388,100.0,39.15,23.5192
2000-06-10 00:03:57,445.0,549.76,1350.23,1126.48,3.91,5.72,138.84,2212.18,8328.17,1.02,42.0,131.0,2388.23,8093.43,9.3447,0.02,330,2212,100.0,10.6,6.2995
2000-06-11 00:03:57,491.19,607.27,1479.51,1243.01,9.35,13.65,334.54,2323.96,8728.1,1.08,44.29,315.16,2388.12,8070.53,9.1819,0.02,363,2324,100.0,24.43,14.6634
2000-06-12 00:03:57,462.54,536.82,1262.43,1039.4,7.05,9.03,176.18,1915.53,8018.96,0.94,36.46,164.0,2028.44,7882.69,10.8921,0.02,308,1915,84.93,14.14,8.5523
2000-06-13 00:03:57,462.54,536.57,1263.93,1041.38,7.05,9.03,175.53,1915.54,8017.41,0.94,36.52,165.35,2028.39,7878.1,10.8661,0.02,306,1915,84.93,14.26,8.6034
2000-06-14 00:03:57,518.67,642.54,1592.35,1405.02,14.62,21.61,552.56,2388.01,9069.08,1.3,47.24,521.75,2388.03,8148.39,8.3958,0.03,391,2388,100.0,38.91,23.4245
2000-06-15 00:03:57,449.44,555.28,1354.75,1124.56,5.48,8.0,194.21,2223.14,8366.25,1.02,41.92,183.16,2388.29,8075.52,9.2857,0.02,334,2223,100.0,14.87,8.8156
2000-06-16 00:03:57,445.0,549.52,1349.63,1123.67,3.91,5.72,138.99,2212.12,8336.44,1.02,41.93,130.81,2388.21,8095.37,9.3365,0.02,329,2212,100.0,10.83,6.3788
2000-06-17 00:03:57,462.54,536.35,1259.9,1047.7,7.05,9.02,176.08,1915.53,8021.87,0.94,36.67,164.63,2028.38,7882.27,10.9074,0.02,306,1915,84.93,14.19,8.573
2000-06-18 00:03:57,449.44,555.21,1365.39,1125.86,5.48,8.0,194.29,2223.13,8359.22,1.03,41.61,183.17,2388.13,8077.16,9.2771,0.02,334,2223,100.0,14.97,9.0793
2000-06-19 00:03:57,518.67,642.24,1581.55,1394.64,14.62,21.61,553.3,2387.98,9065.7,1.3,47.25,521.97,2388.01,8151.33,8.4063,0.03,392,2388,100.0,39.08,23.4054
2000-06-20 00:03:57,449.44,555.1,1374.15,1127.75,5.48,8.0,195.07,2223.12,8358.23,1.02,41.61,183.8,2388.18,8076.76,9.2762,0.02,334,2223,100.0,14.77,8.97
2000-06-21 00:03:57,445.0,549.67,1351.6,1126.32,3.91,5.71,138.9,2212.07,8329.92,1.02,41.76,130.79,2388.24,8089.17,9.3543,0.02,330,2212,100.0,10.69,6.3997
