Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-06-24 00:03:44,445.0,548.47,1347.67,1115.5,3.91,5.7,138.35,2211.95,8308.18,1.02,41.65,129.86,2388.04,8081.02,9.3701,0.02,330,2212,100.0,10.63,6.3866
2000-06-25 00:03:44,445.0,548.18,1343.71,1116.76,3.91,5.7,138.23,2211.97,8312.76,1.02,41.81,130.49,2388.06,8075.72,9.3308,0.02,328,2212,100.0,10.73,6.3952
2000-06-26 00:03:44,445.0,548.96,1352.89,1102.58,3.91,5.7,138.48,2211.93,8316.35,1.02,41.56,131.46,2388.01,8080.02,9.3564,0.02,330,2212,100.0,10.57,6.3723
2000-06-27 00:03:44,462.54,536.82,1256.82,1044.57,7.05,9.01,175.02,1915.3,8004.92,0.94,36.49,164.66,2028.18,7873.97,10.8456,0.02,306,1915,84.93,14.14,8.5767
2000-06-28 00:03:44,518.67,642.23,1579.99,1398.57,14.62,21.59,554.07,2387.94,9057.6,1.3,47.07,522.32,2387.97,8136.46,8.3857,0.03,391,2388,100.0,39.16,23.3706
2000-06-29 00:03:44,491.19,606.27,1476.99,1231.94,9.35,13.62,334.7,2323.84,8713.44,1.07,43.95,314.36,2387.94,8057.6,9.2004,0.02,362,2324,100.0,24.5,14.6376
2000-06-30 00:03:44,445.0,549.0,1344.53,1107.48,3.91,5.7,138.89,2211.94,8316.49,1.02,41.74,129.96,2388.05,8081.84,9.3381,0.02,327,2212,100.0,10.63,6.4245
2000-07-01 00:03:44,462.54,536.29,1261.18,1043.6,7.05,9.01,174.66,1915.26,7999.01,0.94,36.54,164.32,2028.2,7869.93,10.8457,0.02,307,1915,84.93,14.2,8.6022
2000-07-02 00:03:44,445.0,549.17,1344.92,1115.22,3.91,5.7,139.19,2211.9,8314.38,1.02,41.67,129.63,2388.02,8081.0,9.325,0.02,328,2212,100.0,10.66,6.3608
2000-07-03 00:03:44,449.44,554.88,1358.51,1117.11,5.48,7.98,194.14,2222.91,8341.8,1.02,41.45,182.76,2387.91,8067.27,9.3228,0.02,332,2223,100.0,14.64,8.9193
