Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-05-19 00:02:59,449.44,555.43,1366.11,1131.0,5.48,8.0,194.66,2222.75,8329.03,1.03,41.76,182.8,2387.76,8056.99,9.3388,0.02,334,2223,100.0,14.75,8.8769
2000-05-20 00:02:59,491.19,607.92,1490.14,1251.24,9.35,13.65,334.86,2323.95,8716.7,1.08,44.57,315.06,2388.02,8055.57,9.2037,0.02,364,2324,100.0,24.48,14.6895
2000-05-21 00:02:59,449.44,555.48,1367.5,1126.34,5.48,8.0,194.46,2222.66,8332.24,1.02,41.87,182.79,2387.86,8054.76,9.3008,0.02,334,2223,100.0,14.82,8.8456
2000-05-22 00:02:59,445.0,549.87,1348.29,1123.77,3.91,5.72,138.81,2211.63,8301.32,1.02,41.99,130.4,2387.72,8072.16,9.3326,0.02,330,2212,100.0,10.69,6.2672
2000-05-23 00:02:59,462.54,536.85,1253.16,1051.08,7.05,9.03,175.34,1915.15,8002.53,0.94,36.69,164.6,2028.07,7865.01,10.8824,0.02,307,1915,84.93,14.24,8.5101
2000-05-24 00:02:59,449.44,556.15,1360.67,1129.34,5.48,8.0,194.86,2222.79,8337.98,1.02,41.96,182.78,2387.83,8056.89,9.3105,0.02,335,2223,100.0,15.04,8.8917
2000-05-25 00:02:59,445.0,549.05,1357.54,1120.65,3.91,5.71,138.05,2211.58,8299.81,1.02,42.06,130.83,2387.74,8077.38,9.3941,0.02,331,2212,100.0,10.85,6.454
2000-05-26 00:02:59,462.54,536.72,1260.15,1048.76,7.05,9.03,176.36,1915.08,8008.18,0.94,36.96,164.31,2028.02,7865.55,10.9154,0.02,307,1915,84.93,14.25,8.627
2000-05-27 00:02:59,445.0,549.6,1356.8,1118.42,3.91,5.71,139.14,2211.64,8310.62,1.02,42.24,130.99,2387.65,8067.08,9.3477,0.02,331,2212,100.0,10.64,6.449
2000-05-28 00:02:59,462.54,537.19,1261.83,1050.13,7.05,9.03,175.32,1915.19,7997.84,0.94,36.68,164.68,2028.03,7861.95,10.8746,0.02,307,1915,84.93,14.24,8.5057
