Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-05-19 00:02:54,489.05,605.2,1505.34,1309.97,10.52,15.49,394.43,2318.99,8765.82,1.26,45.53,370.85,2388.1,8120.6,8.6609,0.03,370,2319,100.0,28.63,17.1352
2000-05-20 00:02:54,449.44,555.62,1368.02,1133.25,5.48,8.0,194.96,2222.76,8340.0,1.02,41.89,183.05,2387.84,8053.18,9.3584,0.02,334,2223,100.0,14.88,8.9048
2000-05-21 00:02:54,445.0,549.45,1352.7,1124.64,3.91,5.71,139.12,2211.66,8306.3,1.02,41.98,129.97,2387.73,8070.53,9.4062,0.02,331,2212,100.0,10.57,6.473
2000-05-22 00:02:54,462.54,537.21,1259.64,1047.89,7.05,9.03,175.08,1915.15,8011.18,0.94,36.76,164.59,2028.0,7862.83,10.9382,0.02,307,1915,84.93,14.24,8.5611
2000-05-23 00:02:54,462.54,536.85,1264.51,1048.14,7.05,9.02,174.89,1915.13,8000.56,0.94,36.66,164.73,2028.08,7866.18,10.9169,0.02,308,1915,84.93,14.08,8.4709
2000-05-24 00:02:54,445.0,549.87,1353.72,1128.34,3.91,5.71,138.92,2211.66,8305.54,1.02,42.05,130.86,2387.7,8076.5,9.3994,0.02,331,2212,100.0,10.49,6.4135
2000-05-25 00:02:54,445.0,549.61,1350.07,1121.58,3.91,5.71,138.44,2211.63,8309.75,1.02,42.26,130.67,2387.73,8069.34,9.3975,0.02,331,2212,100.0,10.57,6.3408
2000-05-26 00:02:54,491.19,607.82,1485.74,1250.7,9.35,13.65,334.84,2323.96,8709.68,1.07,44.47,315.07,2388.1,8048.6,9.2203,0.02,364,2324,100.0,24.45,14.6677
2000-05-27 00:02:54,449.44,555.94,1362.31,1130.57,5.48,8.0,194.8,2222.7,8339.42,1.02,41.9,182.87,2387.77,8058.71,9.3438,0.02,336,2223,100.0,14.89,8.8477
2000-05-28 00:02:54,449.44,556.1,1364.54,1134.28,5.48,8.0,194.34,2222.71,8334.82,1.02,42.05,182.72,2387.78,8052.37,9.3432,0.02,333,2223,100.0,14.85,8.9747
2000-05-29 00:02:54,445.0,549.89,1358.3,1127.35,3.91,5.71,138.44,2211.59,8309.38,1.02,42.11,130.21,2387.65,8068.86,9.3944,0.02,332,2212,100.0,10.58,6.2714
2000-05-30 00:02:54,489.05,605.12,1498.17,1315.02,10.52,15.49,393.8,2319.0,8765.77,1.26,45.5,371.09,2388.19,8119.93,8.6696,0.03,370,2319,100.0,28.5,17.1821
2000-05-31 00:02:54,518.67,642.3,1593.37,1407.7,14.62,21.61,553.15,2388.14,9049.04,1.3,47.57,521.59,2388.16,8117.01,8.4495,0.03,394,2388,100.0,38.94,23.3275
2000-06-01 00:02:54,445.0,549.7,1355.75,1129.07,3.91,5.71,138.17,2211.61,8311.49,1.02,42.09,130.2,2387.67,8072.22,9.3841,0.02,331,2212,100.0,10.59,6.4429
2000-06-02 00:02:54,462.54,537.15,1262.23,1048.62,7.05,9.02,175.2,1915.16,8005.67,0.94,36.97,164.75,2028.0,7867.85,10.8995,0.02,307,1915,84.93,14.14,8.5335
2000-06-03 00:02:54,518.67,642.15,1577.57,1408.29,14.62,21.61,553.02,2388.08,9038.95,1.3,47.72,521.32,2388.13,8121.07,8.4641,0.03,393,2388,100.0,38.72,23.239
2000-06-04 00:02:54,445.0,550.25,1357.1,1130.75,3.91,5.72,138.47,2211.66,8315.51,1.02,42.36,130.99,2387.68,8075.06,9.356,0.02,331,2212,100.0,10.49,6.3113
2000-06-05 00:02:54,491.19,607.55,1488.6,1250.84,9.35,13.66,334.5,2323.96,8705.39,1.08,44.64,314.81,2388.09,8046.05,9.2394,0.02,366,2324,100.0,24.57,14.6391
2000-06-06 00:02:54,489.05,605.13,1503.44,1307.52,10.52,15.49,394.62,2319.03,8761.46,1.26,45.52,370.88,2388.23,8112.48,8.6716,0.03,369,2319,100.0,28.63,17.1348
2000-06-07 00:02:54,462.54,536.55,1261.35,1047.93,7.05,9.02,175.41,1915.13,7999.38,0.94,36.75,164.56,2027.99,7862.2,10.9286,0.02,306,1915,84.93,14.4,8.5694
2000-06-08 00:02:54,518.67,642.68,1589.06,1403.51,14.62,21.61,553.5,2388.17,9037.76,1.3,47.68,521.32,2388.15,8122.83,8.431,0.03,394,2388,100.0,38.92,23.3386
2000-06-09 00:02:54,449.44,555.83,1363.64,1129.29,5.48,8.0,193.81,2222.67,8343.2,1.02,41.97,182.99,2387.82,8055.95,9.3252,0.02,333,2223,100.0,14.93,9.0142
