Artficial_timestamp,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-03 00:00:25,642.85,1586.83,1403.72,21.61,553.81,2388.1,9044.91,47.51,521.04,2388.15,8126.14,8.432,392,38.98,23.4472
2000-05-04 00:00:25,642.01,1585.04,1408.44,21.61,552.88,2388.11,9050.68,47.37,521.78,2388.11,8128.11,8.4518,394,38.8,23.2932
2000-05-05 00:00:25,642.35,1584.13,1405.1,21.61,553.73,2388.13,9047.51,47.43,521.45,2388.06,8130.37,8.4354,394,38.74,23.251
2000-05-06 00:00:25,642.55,1592.42,1405.92,21.61,553.79,2388.13,9048.33,47.5,521.53,2388.11,8127.32,8.4187,392,38.98,23.3807
2000-05-07 00:00:25,642.38,1588.13,1399.72,21.61,553.64,2388.07,9049.37,47.29,520.93,2388.05,8129.83,8.4501,391,38.8,23.297
2000-05-08 00:00:25,642.74,1590.35,1413.87,21.61,554.36,2388.1,9047.58,47.45,521.91,2388.12,8127.98,8.4588,394,38.96,23.3451
2000-05-09 00:00:25,642.34,1589.76,1410.2,21.61,553.94,2388.1,9047.49,47.42,521.36,2388.17,8126.82,8.4436,392,38.66,23.372
2000-05-10 00:00:25,642.24,1590.04,1410.09,21.61,554.48,2388.1,9043.82,47.63,521.68,2388.13,8129.85,8.4387,393,38.62,23.3443
2000-05-11 00:00:25,642.87,1591.58,1403.9,21.61,553.32,2388.14,9044.23,47.46,521.67,2388.13,8129.6,8.4279,394,38.78,23.3189
2000-05-12 00:00:25,642.33,1588.11,1405.93,21.61,553.31,2388.1,9042.43,47.53,521.59,2388.13,8130.18,8.4246,392,38.94,23.3077
2000-05-13 00:00:25,642.11,1590.85,1406.76,21.61,553.19,2388.15,9051.54,47.36,521.51,2388.08,8124.2,8.4431,391,38.74,23.2851
2000-05-14 00:00:25,642.13,1588.56,1406.97,21.61,553.39,2388.11,9051.03,47.57,521.26,2388.15,8128.7,8.3837,392,38.62,23.2574
2000-05-15 00:00:25,642.63,1583.09,1401.16,21.61,553.9,2388.12,9049.44,47.51,521.53,2388.1,8129.54,8.4074,393,38.91,23.3313
2000-05-16 00:00:25,643.03,1583.85,1407.83,21.61,553.56,2388.12,9040.61,47.51,521.06,2388.08,8130.37,8.4071,393,38.79,23.4092
