Artficial_timestamp,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-03 00:00:42,642.6,1580.46,1394.47,21.61,554.81,2388.08,9061.05,47.38,521.97,2388.03,8144.4,8.4151,391,38.87,23.3795
2000-05-04 00:00:42,642.4,1588.76,1400.28,21.61,554.47,2388.08,9060.98,47.1,522.16,2388.0,8141.45,8.3744,391,39.08,23.3892
2000-05-05 00:00:42,642.98,1590.3,1405.86,21.61,554.34,2388.08,9058.45,47.46,522.24,2388.05,8142.36,8.3947,393,38.9,23.3858
2000-05-06 00:00:42,642.12,1588.84,1402.98,21.6,553.99,2387.98,9070.31,47.27,522.39,2388.02,8137.68,8.4241,392,39.05,23.3261
2000-05-07 00:00:42,642.14,1590.78,1403.11,21.61,553.69,2387.98,9063.56,47.34,521.59,2388.05,8137.8,8.3895,393,38.81,23.3922
2000-05-08 00:00:42,642.26,1589.8,1402.05,21.61,554.06,2388.03,9063.49,47.43,522.52,2387.99,8143.27,8.4403,391,39.07,23.3656
2000-05-09 00:00:42,642.3,1581.98,1403.07,21.61,554.81,2388.08,9062.42,47.27,522.14,2387.98,8143.66,8.4038,390,39.12,23.4255
2000-05-10 00:00:42,642.21,1591.28,1400.34,21.61,554.84,2388.05,9065.01,47.42,522.33,2387.99,8144.19,8.3991,392,38.99,23.407
2000-05-11 00:00:42,642.62,1584.98,1403.2,21.61,553.22,2388.02,9057.52,47.26,522.27,2388.07,8143.06,8.4412,393,38.96,23.459
2000-05-12 00:00:42,642.46,1586.76,1399.21,21.61,553.83,2388.05,9064.16,47.4,521.94,2388.06,8141.74,8.4428,391,38.97,23.3415
2000-05-13 00:00:42,642.86,1585.34,1407.86,21.61,554.17,2388.09,9053.78,47.37,522.31,2388.04,8144.52,8.4196,392,39.12,23.3778
2000-05-14 00:00:42,642.87,1587.0,1408.09,21.61,553.73,2388.04,9055.35,47.43,521.86,2388.01,8137.92,8.4217,390,38.88,23.4366
2000-05-15 00:00:42,642.63,1587.9,1404.46,21.61,554.51,2388.01,9055.01,47.37,521.33,2388.07,8143.6,8.387,391,38.99,23.403
2000-05-16 00:00:42,641.6,1584.05,1407.37,21.61,554.72,2388.02,9057.99,47.19,521.55,2388.04,8146.8,8.3964,393,39.06,23.4565
2000-05-17 00:00:42,642.97,1583.8,1405.38,21.61,554.36,2388.03,9064.62,47.32,521.54,2388.01,8142.83,8.382,393,38.81,23.4572
2000-05-18 00:00:42,641.99,1584.39,1402.89,21.61,554.27,2388.07,9066.25,47.3,521.83,2388.03,8136.33,8.4188,393,39.09,23.3508
2000-05-19 00:00:42,642.21,1586.78,1407.31,21.61,554.36,2388.03,9071.06,47.33,521.58,2388.04,8143.55,8.4099,392,39.06,23.3711
2000-05-20 00:00:42,642.34,1590.23,1403.38,21.61,553.79,2388.0,9062.85,47.24,522.54,2388.01,8138.32,8.4223,392,38.89,23.2589
2000-05-21 00:00:42,642.35,1589.2,1396.44,21.61,554.13,2388.0,9063.3,47.37,522.34,2388.0,8141.16,8.4246,392,38.97,23.2955
2000-05-22 00:00:42,642.48,1585.53,1405.74,21.61,554.11,2388.05,9064.56,47.35,522.42,2388.04,8148.28,8.4495,392,38.99,23.4065
2000-05-23 00:00:42,642.57,1589.6,1401.32,21.61,554.49,2388.04,9061.6,47.04,521.54,2388.01,8139.33,8.4055,391,38.99,23.4016
2000-05-24 00:00:42,642.52,1582.14,1395.81,21.61,553.65,2388.02,9064.92,47.27,522.21,2388.09,8140.59,8.4267,392,39.07,23.3912
2000-05-25 00:00:42,642.6,1588.97,1399.29,21.61,554.88,2388.02,9058.76,47.25,521.5,2388.06,8139.33,8.4041,393,38.99,23.4262
2000-05-26 00:00:42,642.49,1591.16,1398.86,21.61,554.17,2388.01,9063.3,47.4,521.63,2388.01,8140.92,8.4324,392,38.9,23.3373
2000-05-27 00:00:42,642.7,1589.23,1400.98,21.61,554.2,2388.06,9057.63,47.43,521.86,2388.0,8138.13,8.4386,394,38.93,23.4046
2000-05-28 00:00:42,642.52,1590.99,1402.15,21.61,554.1,2388.04,9061.21,47.26,522.32,2388.08,8142.25,8.4213,393,39.0,23.3014
