Artficial_timestamp,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-05-03 00:01:05,642.2,1586.71,1398.93,21.61,554.78,2387.93,9055.53,47.12,522.03,2388.05,8141.36,8.4242,392,39.12,23.4108
2000-05-04 00:01:05,641.7,1580.85,1403.05,21.61,554.12,2388.0,9067.05,47.22,522.72,2387.97,8144.19,8.3931,391,39.05,23.4484
2000-05-05 00:01:05,642.05,1577.46,1404.75,21.61,554.38,2387.99,9056.05,47.03,522.66,2388.04,8146.1,8.4203,392,39.21,23.4586
2000-05-06 00:01:05,642.6,1586.51,1399.61,21.61,553.7,2388.04,9063.07,47.18,522.84,2387.96,8150.55,8.4187,392,38.94,23.3548
2000-05-07 00:01:05,642.2,1584.74,1401.17,21.61,554.29,2388.04,9069.06,47.15,522.37,2387.99,8143.64,8.374,394,39.0,23.4887
2000-05-08 00:01:05,641.92,1583.24,1399.53,21.61,554.33,2387.96,9056.89,47.21,522.4,2387.97,8141.84,8.4409,392,39.01,23.4372
2000-05-09 00:01:05,642.34,1586.99,1394.65,21.61,554.63,2388.03,9061.36,47.49,522.45,2388.01,8139.4,8.3901,392,39.03,23.3065
2000-05-10 00:01:05,642.14,1583.18,1402.85,21.61,554.72,2387.99,9055.8,47.01,522.85,2387.97,8143.49,8.4037,393,38.85,23.4653
2000-05-11 00:01:05,642.5,1584.76,1396.58,21.61,554.6,2388.03,9067.66,47.15,522.32,2387.98,8144.41,8.4054,392,38.88,23.3633
2000-05-12 00:01:05,642.44,1583.31,1402.04,21.61,554.63,2388.02,9066.58,47.29,522.41,2388.09,8145.51,8.3829,391,38.79,23.2399
2000-05-13 00:01:05,642.23,1578.93,1398.67,21.61,554.36,2388.01,9065.7,47.26,522.55,2388.0,8144.13,8.3986,393,39.06,23.3523
2000-05-14 00:01:05,642.57,1582.23,1396.26,21.61,554.54,2387.99,9057.29,47.24,522.21,2387.97,8146.75,8.4099,392,39.23,23.3973
2000-05-15 00:01:05,642.06,1584.35,1394.71,21.61,554.05,2388.02,9065.57,47.11,522.53,2388.02,8145.93,8.3987,390,39.02,23.445
2000-05-16 00:01:05,641.82,1588.73,1397.98,21.61,554.17,2388.03,9057.84,47.35,522.14,2388.0,8145.69,8.4239,394,38.96,23.3263
2000-05-17 00:01:05,642.19,1576.99,1395.51,21.6,554.24,2387.99,9061.17,47.31,522.21,2388.06,8147.0,8.4099,391,39.06,23.2863
2000-05-18 00:01:05,642.52,1583.81,1398.96,21.61,554.75,2388.01,9061.2,47.34,522.43,2388.02,8140.42,8.3675,392,38.86,23.4538
2000-05-19 00:01:05,642.09,1584.47,1408.99,21.61,554.53,2387.99,9067.34,47.1,522.56,2388.05,8148.73,8.3942,391,39.17,23.347
2000-05-20 00:01:05,642.66,1586.93,1398.41,21.61,555.07,2387.99,9064.99,47.02,522.03,2387.98,8143.02,8.4166,391,39.1,23.4334
2000-05-21 00:01:05,641.91,1583.52,1393.44,21.61,554.62,2387.96,9066.07,47.22,522.39,2388.0,8139.5,8.3833,391,39.1,23.3751
2000-05-22 00:01:05,641.64,1578.53,1398.74,21.61,553.95,2388.04,9053.44,47.09,522.68,2387.99,8141.32,8.4251,391,38.93,23.353
2000-05-23 00:01:05,642.06,1581.99,1395.18,21.61,554.67,2388.07,9062.63,47.32,521.96,2388.03,8150.33,8.4245,393,39.0,23.5519
