Artficial_timestamp,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21
2000-01-02 00:01:39,641.69,1586.17,1391.14,21.61,554.09,2388.03,9064.32,47.41,522.65,2388.06,8131.23,8.4038,391,39.01,23.4007
2000-01-03 00:01:39,641.93,1588.58,1402.26,21.61,554.39,2388.08,9053.22,47.25,521.61,2388.06,8132.7,8.4303,392,39.05,23.422
2000-01-04 00:01:39,642.21,1588.22,1404.55,21.61,554.26,2388.08,9056.56,47.3,522.55,2388.02,8132.44,8.4122,391,39.0,23.4059
2000-01-05 00:01:39,642.49,1587.64,1394.6,21.61,554.43,2388.06,9060.9,47.28,521.86,2388.07,8133.19,8.3839,391,39.15,23.3759
2000-01-06 00:01:39,642.25,1583.02,1403.49,21.61,554.19,2388.02,9052.97,47.18,521.95,2388.06,8132.3,8.4181,392,38.98,23.3824
2000-01-07 00:01:39,641.46,1586.64,1401.9,21.61,554.11,2388.02,9055.16,47.15,522.38,2388.04,8140.25,8.3751,390,38.85,23.4206
2000-01-08 00:01:39,642.02,1584.95,1407.88,21.6,553.74,2388.02,9054.7,47.31,522.31,2388.07,8133.85,8.442,392,39.11,23.4092
2000-01-09 00:01:39,642.68,1587.4,1391.01,21.61,554.67,2388.02,9054.3,47.45,521.96,2388.05,8140.33,8.4213,393,39.09,23.3394
2000-01-10 00:01:39,642.18,1577.83,1402.74,21.61,553.46,2388.07,9058.03,47.3,521.87,2388.06,8136.49,8.3787,392,38.92,23.4099
2000-01-11 00:01:39,641.89,1584.64,1394.87,21.61,554.12,2388.02,9053.56,47.32,521.73,2388.05,8139.55,8.4089,391,39.08,23.3028
2000-01-12 00:01:39,641.78,1584.18,1402.93,21.61,553.77,2388.03,9057.11,47.3,521.93,2388.08,8141.6,8.401,392,38.85,23.3946
2000-01-13 00:01:39,642.19,1586.32,1400.37,21.61,554.19,2388.04,9053.93,47.24,522.31,2388.04,8137.03,8.3713,392,38.95,23.348
2000-01-14 00:01:39,642.61,1582.63,1401.53,21.61,554.26,2388.05,9057.7,47.26,522.52,2388.05,8143.03,8.4046,392,39.04,23.398
2000-01-15 00:01:39,642.35,1586.21,1405.73,21.61,554.01,2388.1,9056.64,47.06,522.65,2388.08,8136.98,8.4146,393,38.98,23.3352
2000-01-16 00:01:39,643.11,1580.86,1397.06,21.61,554.61,2388.08,9057.25,47.2,521.97,2388.08,8137.24,8.4288,394,38.99,23.4502
2000-01-17 00:01:39,641.85,1581.41,1408.72,21.61,553.65,2388.05,9061.91,47.44,521.72,2388.06,8138.45,8.3972,393,38.91,23.3309
2000-01-18 00:01:39,642.31,1583.0,1400.57,21.61,553.56,2388.0,9056.2,47.2,522.55,2387.99,8131.89,8.3898,392,38.89,23.4659
2000-01-19 00:01:39,642.6,1583.21,1405.55,21.61,554.18,2388.03,9050.81,47.17,521.82,2387.99,8138.21,8.4418,392,39.0,23.3785
2000-01-20 00:01:39,642.56,1583.55,1401.88,21.61,554.19,2388.09,9047.98,47.28,521.87,2388.04,8133.32,8.3837,393,39.01,23.3041
2000-01-21 00:01:39,642.38,1580.21,1398.14,21.61,553.91,2388.0,9051.56,47.37,522.32,2388.06,8137.24,8.378,391,38.9,23.3528
2000-01-22 00:01:39,642.46,1589.27,1401.16,21.61,554.25,2388.04,9059.85,47.16,522.05,2388.03,8138.26,8.3895,391,39.13,23.3479
2000-01-23 00:01:39,642.19,1586.16,1404.0,21.61,554.22,2388.05,9058.75,47.24,522.27,2388.04,8133.68,8.4273,392,39.04,23.386
2000-01-24 00:01:39,642.26,1583.33,1405.54,21.61,554.78,2388.02,9057.64,47.45,522.24,2388.13,8136.55,8.3916,392,39.07,23.3914
2000-01-25 00:01:39,642.16,1581.29,1401.38,21.61,553.11,2388.08,9050.28,47.06,522.21,2388.03,8133.8,8.3879,393,38.99,23.454
2000-01-26 00:01:39,642.1,1589.73,1394.99,21.61,553.33,2388.13,9056.55,47.36,522.05,2388.06,8136.86,8.414,391,39.07,23.3418
2000-01-27 00:01:39,642.18,1591.84,1398.46,21.61,554.65,2388.04,9050.27,47.26,521.77,2388.07,8139.01,8.3824,392,38.85,23.3222
2000-01-28 00:01:39,642.5,1587.57,1401.83,21.61,554.21,2388.02,9053.71,47.22,521.89,2388.0,8140.69,8.4322,392,38.94,23.3923
2000-01-29 00:01:39,642.21,1582.97,1392.53,21.61,554.44,2388.02,9057.51,47.31,522.3,2388.08,8136.24,8.3945,392,39.18,23.2712
2000-01-30 00:01:39,642.15,1594.17,1399.51,21.61,554.0,2388.08,9051.46,47.23,522.14,2388.03,8136.91,8.4036,391,38.96,23.3564
2000-01-31 00:01:39,642.1,1586.84,1402.89,21.61,554.15,2388.07,9057.65,47.08,522.37,2388.08,8139.75,8.4196,392,39.02,23.3313
2000-02-01 00:01:39,642.81,1580.48,1400.89,21.61,553.88,2388.03,9054.22,47.17,521.6,2388.07,8142.22,8.4381,393,38.79,23.3038
2000-02-02 00:01:39,642.29,1581.47,1401.43,21.61,553.85,2388.09,9056.37,47.37,521.9,2388.1,8133.84,8.439,393,39.0,23.3889
2000-02-03 00:01:39,642.7,1584.69,1406.07,21.61,553.19,2388.01,9055.64,47.19,522.08,2388.03,8142.88,8.4019,392,38.97,23.452
2000-02-04 00:01:39,642.43,1587.55,1398.13,21.61,554.41,2388.09,9053.68,47.42,521.84,2388.03,8138.06,8.4312,392,39.01,23.307
2000-02-05 00:01:39,642.67,1582.74,1399.51,21.61,553.63,2388.07,9057.53,47.44,522.17,2388.05,8137.87,8.4283,393,38.86,23.4327
2000-02-06 00:01:39,641.75,1582.24,1403.9,21.61,554.96,2388.06,9053.59,47.43,522.62,2388.04,8138.2,8.4303,394,38.96,23.452
2000-02-07 00:01:39,642.38,1583.16,1400.86,21.61,554.19,2388.06,9061.12,47.38,522.68,2388.0,8134.8,8.3941,392,38.88,23.3606
2000-02-08 00:01:39,642.13,1584.93,1408.46,21.61,555.07,2388.02,9063.85,47.22,522.75,2388.03,8139.57,8.4062,393,39.17,23.3277
2000-02-09 00:01:39,642.26,1582.63,1399.6,21.61,555.03,2388.01,9060.91,47.21,521.81,2388.06,8139.83,8.3901,392,38.95,23.3281
2000-02-10 00:01:39,642.02,1589.95,1400.82,21.61,554.32,2388.0,9057.69,47.35,522.12,2388.02,8136.75,8.4319,391,38.9,23.3708
2000-02-11 00:01:39,641.88,1588.07,1402.1,21.6,554.14,2388.11,9054.4,47.4,522.22,2388.07,8139.82,8.3759,392,38.78,23.4523
2000-02-12 00:01:39,642.26,1586.81,1409.67,21.61,554.37,2388.06,9054.48,47.26,522.41,2388.08,8136.51,8.4311,393,38.92,23.3913
2000-02-13 00:01:39,642.08,1583.88,1395.34,21.61,554.02,2388.1,9058.25,47.34,522.02,2388.05,8135.4,8.4287,393,39.01,23.3901
2000-02-14 00:01:39,642.73,1581.72,1404.9,21.61,553.98,2388.06,9053.88,47.28,522.12,2388.05,8138.15,8.4027,392,38.88,23.4643
2000-02-15 00:01:39,642.33,1586.14,1402.87,21.61,554.17,2388.07,9058.63,47.28,522.04,2388.07,8141.55,8.3991,392,38.87,23.3812
2000-02-16 00:01:39,642.57,1591.82,1406.86,21.61,553.98,2388.06,9059.5,47.24,522.09,2388.04,8140.39,8.4285,392,38.99,23.2691
2000-02-17 00:01:39,642.13,1586.01,1398.52,21.61,554.62,2388.09,9062.04,47.32,522.5,2388.05,8136.25,8.4356,393,39.03,23.3823
2000-02-18 00:01:39,642.26,1584.55,1404.46,21.61,553.97,2388.05,9055.06,47.31,521.64,2388.02,8133.88,8.4225,393,38.93,23.3093
2000-02-19 00:01:39,642.68,1584.27,1403.95,21.61,554.62,2388.05,9057.64,47.4,521.7,2388.09,8136.28,8.4101,391,39.04,23.4054
2000-02-20 00:01:39,641.88,1591.72,1400.68,21.61,554.5,2388.11,9054.98,47.44,522.24,2388.06,8135.54,8.4188,391,38.88,23.3519
2000-02-21 00:01:39,642.63,1591.75,1403.08,21.61,554.11,2388.08,9054.64,47.23,522.85,2388.01,8136.06,8.4388,392,38.79,23.396
2000-02-22 00:01:39,641.95,1588.5,1397.35,21.61,553.34,2388.03,9050.36,47.55,521.63,2388.08,8138.11,8.4234,392,38.97,23.249
2000-02-23 00:01:39,642.77,1587.76,1402.1,21.61,553.97,2388.06,9061.35,47.23,522.24,2388.06,8133.26,8.4128,392,38.88,23.2709
