Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-04-25 00:03:40,462.54,536.64,1261.52,1047.85,7.05,9.03,175.03,1915.24,8006.37,0.94,36.66,164.42,2028.17,7869.05,10.8645,0.02,306,1915,84.93,14.34,8.6564
2000-04-26 00:03:40,518.67,642.1,1576.11,1399.82,14.62,21.61,554.72,2388.02,9060.64,1.3,47.2,521.41,2388.08,8131.4,8.3657,0.03,390,2388,100.0,38.97,23.5419
2000-04-27 00:03:40,491.19,607.39,1473.4,1240.19,9.35,13.65,335.13,2323.92,8716.85,1.08,44.35,315.53,2388.02,8057.56,9.1852,0.02,363,2324,100.0,24.41,14.751
2000-04-28 00:03:40,489.05,604.85,1500.37,1304.22,10.52,15.49,395.17,2318.85,8769.43,1.26,45.2,372.28,2388.13,8128.9,8.6079,0.03,369,2319,100.0,28.5,17.1713
2000-04-29 00:03:40,518.67,642.34,1588.25,1402.23,14.62,21.61,554.8,2388.02,9048.62,1.3,47.31,522.24,2388.07,8133.28,8.4191,0.03,392,2388,100.0,38.96,23.3016
2000-04-30 00:03:40,445.0,549.73,1340.87,1113.4,3.91,5.71,138.69,2211.86,8316.76,1.02,42.12,130.64,2387.94,8083.14,9.3336,0.02,329,2212,100.0,10.69,6.4259
2000-05-01 00:03:40,445.0,549.44,1353.69,1116.83,3.91,5.71,139.6,2211.81,8318.64,1.02,41.8,130.37,2387.95,8085.29,9.3538,0.02,331,2212,100.0,10.64,6.3724
2000-05-02 00:03:40,445.0,548.95,1346.45,1121.12,3.91,5.71,139.09,2211.85,8315.02,1.02,41.78,130.49,2387.98,8085.13,9.3418,0.02,330,2212,100.0,10.62,6.3008
2000-05-03 00:03:40,449.44,555.36,1362.35,1122.61,5.48,8.0,194.76,2222.9,8353.97,1.02,41.79,183.87,2387.96,8063.3,9.2967,0.02,335,2223,100.0,14.74,8.9425
2000-05-04 00:03:40,445.0,548.94,1351.2,1122.61,3.91,5.71,138.5,2211.83,8319.56,1.02,41.99,130.54,2387.94,8081.63,9.3786,0.02,330,2212,100.0,10.64,6.3249
2000-05-05 00:03:40,445.0,549.38,1344.11,1120.71,3.91,5.71,138.75,2211.81,8319.01,1.02,41.98,131.26,2387.86,8076.55,9.3436,0.02,332,2212,100.0,10.69,6.3858
