Artficial_timestamp,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2000-06-12 00:01:19,449.44,555.25,1359.95,1123.44,5.48,7.99,194.43,2222.83,8341.19,1.02,41.51,182.18,2387.96,8064.21,9.2769,0.02,331,2223,100.0,14.92,8.959
2000-06-13 00:01:19,491.19,607.27,1485.06,1238.86,9.35,13.63,334.07,2323.73,8708.66,1.07,44.03,313.92,2387.92,8050.01,9.1612,0.02,365,2324,100.0,24.51,14.5777
2000-06-14 00:01:19,489.05,604.08,1490.94,1296.91,10.52,15.47,394.88,2318.78,8772.24,1.26,44.99,370.68,2387.96,8123.02,8.6208,0.03,368,2319,100.0,28.45,17.2506
2000-06-15 00:01:19,445.0,548.84,1348.31,1113.2,3.91,5.7,138.71,2211.94,8310.32,1.02,41.64,130.31,2388.01,8077.11,9.3608,0.02,329,2212,100.0,10.45,6.4399
2000-06-16 00:01:19,518.67,641.26,1581.89,1397.75,14.62,21.59,554.19,2387.98,9050.21,1.3,46.89,521.06,2387.88,8130.77,8.4361,0.03,389,2388,100.0,39.0,23.3872
2000-06-17 00:01:19,445.0,549.16,1335.08,1107.65,3.91,5.71,139.01,2211.97,8309.81,1.02,41.61,130.66,2387.97,8080.66,9.3381,0.02,328,2212,100.0,10.65,6.3027
2000-06-18 00:01:19,491.19,606.99,1472.35,1239.96,9.35,13.64,333.17,2323.83,8712.27,1.08,44.08,314.21,2387.98,8056.37,9.1595,0.02,364,2324,100.0,24.45,14.6677
2000-06-19 00:01:19,449.44,555.22,1356.48,1114.87,5.48,7.99,193.77,2222.84,8340.77,1.02,41.5,182.91,2387.88,8062.01,9.2672,0.02,331,2223,100.0,15.02,9.0062
2000-06-20 00:01:19,449.44,554.76,1355.65,1120.17,5.48,7.99,194.35,2222.81,8339.76,1.02,41.39,182.69,2387.93,8060.04,9.2672,0.02,332,2223,100.0,14.85,9.0003
2000-06-21 00:01:19,489.05,604.41,1495.0,1296.07,10.52,15.48,394.31,2318.73,8776.49,1.26,44.96,371.53,2387.95,8127.17,8.6434,0.03,368,2319,100.0,28.72,17.3044
2000-06-22 00:01:19,518.67,641.55,1580.79,1392.09,14.62,21.6,554.04,2387.99,9044.02,1.3,47.09,521.8,2387.99,8132.51,8.3972,0.03,391,2388,100.0,38.88,23.4482
2000-06-23 00:01:19,462.54,536.4,1259.23,1032.55,7.05,9.01,175.22,1915.25,7999.93,0.94,36.49,163.92,2028.2,7869.63,10.8433,0.02,304,1915,84.93,14.31,8.5833
2000-06-24 00:01:19,445.0,549.17,1353.85,1119.83,3.91,5.7,138.21,2211.94,8320.44,1.02,41.64,130.51,2387.96,8083.04,9.3366,0.02,329,2212,100.0,10.51,6.3151
2000-06-25 00:01:19,491.19,606.45,1474.13,1235.53,9.35,13.63,334.29,2323.77,8716.66,1.07,44.13,314.5,2387.89,8054.44,9.1667,0.02,363,2324,100.0,24.58,14.7055
2000-06-26 00:01:19,445.0,549.17,1340.55,1114.67,3.91,5.71,138.99,2211.95,8312.06,1.02,41.64,130.67,2388.03,8080.07,9.3377,0.02,328,2212,100.0,10.53,6.2574
2000-06-27 00:01:19,491.19,607.16,1472.55,1244.09,9.35,13.63,334.59,2323.81,8712.05,1.08,43.99,314.21,2388.0,8057.8,9.1609,0.02,363,2324,100.0,24.54,14.6979
2000-06-28 00:01:19,518.67,642.15,1575.43,1390.13,14.62,21.6,554.13,2388.02,9055.03,1.3,47.18,522.07,2387.92,8135.14,8.3735,0.03,391,2388,100.0,38.99,23.4195
2000-06-29 00:01:19,445.0,549.4,1352.54,1108.32,3.91,5.71,139.04,2211.95,8313.92,1.02,41.69,130.51,2387.99,8076.09,9.3537,0.02,327,2212,100.0,10.63,6.4268
2000-06-30 00:01:19,445.0,549.12,1344.84,1113.89,3.91,5.71,138.69,2211.93,8308.79,1.02,41.86,130.62,2388.01,8079.16,9.3506,0.02,331,2212,100.0,10.7,6.2519
