f0004 | 1 | 10 | 1.75 | [[972, 1037, 1297, 1557, 2207], [918, 963, 1143, 1323, 1773], [866, 896, 1016, 1136, 1436]] | 
f0004 | 1 | 10 | 2 | [[748, 818, 1098, 1378, 2078], [698, 748, 948, 1148, 1648], [654, 689, 829, 969, 1319]] | 
f0004 | 1 | 10 | 2.5 | [[457, 547, 907, 1267, 2167], [417, 487, 767, 1047, 1747], [393, 458, 718, 978, 1628]] | 
f0004 | 1 | 10 | 3 | [[313, 428, 888, 1348, 2498], [285, 385, 785, 1185, 2185], [265, 355, 715, 1075, 1975]] | 
f0004 | 1 | 10 | 4 | [[187, 332, 912, 1492, 2942], [182, 322, 882, 1442, 2842], [174, 309, 849, 1389, 2739]] | 
f0004 | 1 | 20 | 1.75 | [[784, 849, 1109, 1369, 2019], [727, 777, 977, 1177, 1677], [690, 735, 915, 1095, 1545]] | 
f0004 | 1 | 20 | 2 | [[596, 671, 971, 1271, 2021], [556, 621, 881, 1141, 1791], [536, 601, 861, 1121, 1771]] | 
f0004 | 1 | 20 | 2.5 | [[368, 478, 918, 1358, 2458], [332, 427, 807, 1187, 2137], [314, 404, 764, 1124, 2024]] | 
f0004 | 1 | 20 | 3 | [[261, 396, 936, 1476, 2826], [236, 361, 861, 1361, 2611], [222, 342, 822, 1302, 2502]] | 
f0004 | 1 | 20 | 4 | [[155, 295, 855, 1415, 2815], [149, 284, 824, 1364, 2714], [149, 284, 824, 1364, 2714]] | 
f0004 | 1 | 30 | 1.75 | [[685, 760, 1060, 1360, 2110], [659, 734, 1034, 1334, 2084], [628, 693, 953, 1213, 1863]] | 
f0004 | 1 | 30 | 2 | [[546, 641, 1021, 1401, 2351], [519, 609, 969, 1329, 2229], [494, 574, 894, 1214, 2014]] | 
f0004 | 1 | 30 | 2.5 | [[341, 451, 891, 1331, 2431], [321, 431, 871, 1311, 2411], [308, 413, 833, 1253, 2303]] | 
f0004 | 1 | 30 | 3 | [[250, 370, 850, 1330, 2530], [239, 359, 839, 1319, 2519], [227, 342, 802, 1262, 2412]] | 
f0004 | 1 | 30 | 4 | [[155, 300, 880, 1460, 2910], [155, 300, 880, 1460, 2910], [150, 290, 850, 1410, 2810]] | 
f0004 | 1 | 40 | 1.75 | [[698, 788, 1148, 1508, 2408], [671, 756, 1096, 1436, 2286], [654, 739, 1079, 1419, 2269]] | 
f0004 | 1 | 40 | 2 | [[541, 631, 991, 1351, 2251], [521, 611, 971, 1331, 2231], [511, 601, 961, 1321, 2221]] | 
f0004 | 1 | 40 | 2.5 | [[372, 487, 947, 1407, 2557], [354, 469, 929, 1389, 2539], [346, 461, 921, 1381, 2531]] | 
f0004 | 1 | 40 | 3 | [[257, 377, 857, 1337, 2537], [246, 366, 846, 1326, 2526], [242, 362, 842, 1322, 2522]] | 
f0004 | 1 | 40 | 4 | [[156, 301, 881, 1461, 2911], [151, 291, 851, 1411, 2811], [151, 291, 851, 1411, 2811]] | 
