f0003 | 1 | 10 | 1.75 | [[524, 524, 524, 524, 524], [440, 440, 440, 440, 440], [384, 384, 384, 384, 384]] | 
f0003 | 1 | 10 | 2 | [[389, 399, 439, 479, 579], [327, 337, 377, 417, 517], [283, 293, 333, 373, 473]] | 
f0003 | 1 | 10 | 2.5 | [[266, 296, 416, 536, 836], [225, 255, 375, 495, 795], [197, 227, 347, 467, 767]] | 
f0003 | 1 | 10 | 3 | [[222, 272, 472, 672, 1172], [189, 239, 439, 639, 1139], [164, 214, 414, 614, 1114]] | 
f0003 | 1 | 10 | 4 | [[163, 223, 463, 703, 1303], [131, 191, 431, 671, 1271], [106, 166, 406, 646, 1246]] | 
f0003 | 1 | 20 | 1.75 | [[476, 486, 526, 566, 666], [406, 416, 456, 496, 596], [361, 371, 411, 451, 551]] | 
f0003 | 1 | 20 | 2 | [[343, 368, 468, 568, 818], [291, 316, 416, 516, 766], [262, 287, 387, 487, 737]] | 
f0003 | 1 | 20 | 2.5 | [[258, 303, 483, 663, 1113], [226, 271, 451, 631, 1081], [198, 243, 423, 603, 1053]] | 
f0003 | 1 | 20 | 3 | [[204, 259, 479, 699, 1249], [172, 227, 447, 667, 1217], [150, 205, 425, 645, 1195]] | 
f0003 | 1 | 20 | 4 | [[149, 214, 474, 734, 1384], [123, 188, 448, 708, 1358], [103, 168, 428, 688, 1338]] | 
f0003 | 1 | 30 | 1.75 | [[438, 468, 588, 708, 1008], [372, 397, 497, 597, 847], [326, 351, 451, 551, 801]] | 
f0003 | 1 | 30 | 2 | [[313, 348, 488, 628, 978], [275, 310, 450, 590, 940], [245, 280, 420, 560, 910]] | 
f0003 | 1 | 30 | 2.5 | [[239, 289, 489, 689, 1189], [207, 257, 457, 657, 1157], [180, 230, 430, 630, 1130]] | 
f0003 | 1 | 30 | 3 | [[189, 244, 464, 684, 1234], [159, 214, 434, 654, 1204], [138, 193, 413, 633, 1183]] | 
f0003 | 1 | 30 | 4 | [[144, 209, 469, 729, 1379], [122, 187, 447, 707, 1357], [105, 170, 430, 690, 1340]] | 
f0003 | 1 | 40 | 1.75 | [[384, 414, 534, 654, 954], [328, 358, 478, 598, 898], [287, 317, 437, 557, 857]] | 
f0003 | 1 | 40 | 2 | [[308, 353, 533, 713, 1163], [272, 317, 497, 677, 1127], [241, 286, 466, 646, 1096]] | 
f0003 | 1 | 40 | 2.5 | [[216, 276, 516, 756, 1356], [188, 248, 488, 728, 1328], [167, 227, 467, 707, 1307]] | 
f0003 | 1 | 40 | 3 | [[184, 249, 509, 769, 1419], [159, 224, 484, 744, 1394], [138, 203, 463, 723, 1373]] | 
f0003 | 1 | 40 | 4 | [[140, 210, 490, 770, 1470], [121, 191, 471, 751, 1451], [107, 177, 457, 737, 1437]] | 
