f0001 | 1 | 5 | 2.5 | [[303, 318, 378, 438, 588], [244, 259, 319, 379, 529], [195, 210, 270, 330, 480]] | 
f0001 | 1 | 10 | 2.5 | [[284, 304, 384, 464, 664], [228, 248, 328, 408, 608], [179, 199, 279, 359, 559]] | 
f0001 | 1 | 10 | 3 | [[216, 236, 316, 396, 596], [160, 180, 260, 340, 540], [125, 145, 225, 305, 505]] | 
f0001 | 1 | 10 | 1.75 | [[457, 462, 482, 502, 552], [385, 390, 410, 430, 480], [323, 328, 348, 368, 418]] | 
f0001 | 1 | 10 | 2 | [[378, 388, 428, 468, 568], [311, 321, 361, 401, 501], [255, 265, 305, 345, 445]] | 
f0001 | 1 | 10 | 2.5 | [[284, 304, 384, 464, 664], [228, 248, 328, 408, 608], [179, 199, 279, 359, 559]] | 
f0001 | 1 | 10 | 3 | [[216, 236, 316, 396, 596], [160, 180, 260, 340, 540], [125, 145, 225, 305, 505]] | 
f0001 | 1 | 10 | 4 | [[115, 145, 265, 385, 685], [86, 116, 236, 356, 656], [65, 95, 215, 335, 635]] | 
f0001 | 1 | 20 | 1.75 | [[405, 415, 455, 495, 595], [337, 347, 387, 427, 527], [282, 292, 332, 372, 472]] | 
f0001 | 1 | 20 | 2 | [[325, 340, 400, 460, 610], [264, 279, 339, 399, 549], [215, 230, 290, 350, 500]] | 
f0001 | 1 | 20 | 2.5 | [[253, 278, 378, 478, 728], [197, 222, 322, 422, 672], [148, 173, 273, 373, 623]] | 
f0001 | 1 | 20 | 3 | [[188, 218, 338, 458, 758], [135, 165, 285, 405, 705], [112, 142, 262, 382, 682]] | 
f0001 | 1 | 20 | 4 | [[101, 146, 326, 506, 956], [77, 122, 302, 482, 932], [62, 107, 287, 467, 917]] | 
f0001 | 1 | 30 | 1.75 | [[373, 388, 448, 508, 658], [307, 322, 382, 442, 592], [257, 272, 332, 392, 542]] | 
f0001 | 1 | 30 | 2 | [[296, 316, 396, 476, 676], [240, 260, 340, 420, 620], [191, 211, 291, 371, 571]] | 
f0001 | 1 | 30 | 2.5 | [[226, 261, 401, 541, 891], [172, 207, 347, 487, 837], [132, 167, 307, 447, 797]] | 
f0001 | 1 | 30 | 3 | [[159, 194, 334, 474, 824], [114, 149, 289, 429, 779], [93, 128, 268, 408, 758]] | 
f0001 | 1 | 30 | 4 | [[84, 129, 309, 489, 939], [65, 110, 290, 470, 920], [56, 101, 281, 461, 911]] | 
f0001 | 1 | 40 | 1.75 | [[329, 354, 454, 554, 804], [267, 292, 392, 492, 742], [218, 243, 343, 443, 693]] | 
f0001 | 1 | 40 | 2 | [[259, 284, 384, 484, 734], [203, 228, 328, 428, 678], [161, 186, 286, 386, 636]] | 
f0001 | 1 | 40 | 2.5 | [[190, 225, 365, 505, 855], [141, 176, 316, 456, 806], [108, 143, 283, 423, 773]] | 
f0001 | 1 | 40 | 3 | [[112, 147, 287, 427, 777], [86, 121, 261, 401, 751], [71, 106, 246, 386, 736]] | 
f0001 | 1 | 40 | 4 | [[71, 121, 321, 521, 1021], [59, 109, 309, 509, 1009], [54, 104, 304, 504, 1004]] | 
