f0002 | 1 | 10 | 1.75 | [[647, 687, 847, 1007, 1407], [610, 640, 760, 880, 1180], [569, 589, 669, 749, 949]] | 
f0002 | 1 | 10 | 2 | [[517, 572, 792, 1012, 1562], [478, 513, 653, 793, 1143], [444, 469, 569, 669, 919]] | 
f0002 | 1 | 10 | 2.5 | [[325, 390, 650, 910, 1560], [301, 351, 551, 751, 1251], [278, 318, 478, 638, 1038]] | 
f0002 | 1 | 10 | 3 | [[197, 277, 597, 917, 1717], [182, 252, 532, 812, 1512], [168, 228, 468, 708, 1308]] | 
f0002 | 1 | 10 | 4 | [[128, 238, 678, 1118, 2218], [126, 236, 676, 1116, 2216], [126, 236, 676, 1116, 2216]] | 
f0002 | 1 | 20 | 1.75 | [[538, 608, 888, 1168, 1868], [506, 571, 831, 1091, 1741], [451, 491, 651, 811, 1211]] | 
f0002 | 1 | 20 | 2 | [[418, 503, 843, 1183, 2033], [384, 459, 759, 1059, 1809], [345, 405, 645, 885, 1485]] | 
f0002 | 1 | 20 | 2.5 | [[241, 326, 666, 1006, 1856], [215, 290, 590, 890, 1640], [193, 263, 543, 823, 1523]] | 
f0002 | 1 | 20 | 3 | [[175, 275, 675, 1075, 2075], [157, 247, 607, 967, 1867], [139, 224, 564, 904, 1754]] | 
f0002 | 1 | 20 | 4 | [[135, 260, 760, 1260, 2510], [124, 239, 699, 1159, 2309], [115, 225, 665, 1105, 2205]] | 
f0002 | 1 | 30 | 1.75 | [[459, 544, 884, 1224, 2074], [417, 487, 767, 1047, 1747], [381, 436, 656, 876, 1426]] | 
f0002 | 1 | 30 | 2 | [[350, 440, 800, 1160, 2060], [318, 398, 718, 1038, 1838], [294, 364, 644, 924, 1624]] | 
f0002 | 1 | 30 | 2.5 | [[204, 299, 679, 1059, 2009], [179, 264, 604, 944, 1794], [171, 256, 596, 936, 1786]] | 
f0002 | 1 | 30 | 3 | [[157, 272, 732, 1192, 2342], [142, 252, 692, 1132, 2232], [135, 245, 685, 1125, 2225]] | 
f0002 | 1 | 30 | 4 | [[128, 243, 703, 1163, 2313], [121, 236, 696, 1156, 2306], [120, 235, 695, 1155, 2305]] | 
f0002 | 1 | 40 | 1.75 | [[401, 501, 901, 1301, 2301], [386, 481, 861, 1241, 2191], [348, 418, 698, 978, 1678]] | 
f0002 | 1 | 40 | 2 | [[310, 415, 835, 1255, 2305], [300, 405, 825, 1245, 2295], [272, 357, 697, 1037, 1887]] | 
f0002 | 1 | 40 | 2.5 | [[209, 314, 734, 1154, 2204], [201, 306, 726, 1146, 2196], [191, 291, 691, 1091, 2091]] | 
f0002 | 1 | 40 | 3 | [[150, 255, 675, 1095, 2145], [142, 247, 667, 1087, 2137], [135, 235, 635, 1035, 2035]] | 
f0002 | 1 | 40 | 4 | [[128, 238, 678, 1118, 2218], [121, 231, 671, 1111, 2211], [121, 231, 671, 1111, 2211]] | 
